% Measurement ID: 1771
% Mode ID: 1
% Date and time: 2020-09-11 15:49:58
% Sample ID: TOT80-26
% Measurement type: ringdown
% Frequency [Hz]: 244089.0
% Quality factor: 485040.5529593449
% Temperature [K]: 293.0
% Pressure [mBar]: 1.45e-07
% Notes: 
% Bad
%
% measurement data
% time [s], power [dBm]
0.0, -54.6008
0.0801068090787717, -53.25803
0.1602136181575434, -52.00803
0.24032042723631508, -52.19846
0.3204272363150868, -53.2678
0.4005340453938585, -56.43186
0.48064085447263016, -57.90159
0.5607476635514019, -55.41135
0.6408544726301736, -50.73362
0.7209612817089452, -50.35276
0.801068090787717, -52.62327
0.8811748998664887, -50.99241
0.9612817089452603, -52.34006
1.041388518024032, -54.36155
1.1214953271028039, -56.83225
1.2016021361815754, -59.68381
1.2817089452603472, -64.02952
1.361815754339119, -59.21995
1.4419225634178905, -55.91428
1.5220293724966623, -52.99436
1.602136181575434, -49.13205
1.6822429906542056, -47.56467
1.7623497997329773, -47.75022
1.842456608811749, -47.5842
1.9225634178905207, -47.54514
2.0026702269692924, -48.44358
2.082777036048064, -48.68772
2.162883845126836, -48.9758
2.2429906542056077, -48.63889
2.323097463284379, -51.1633
2.403204272363151, -54.15647
2.4833110814419226, -58.42405
2.5634178905206944, -62.59397
2.643524699599466, -57.42795
2.723631508678238, -60.05002
2.8037383177570097, -58.12131
2.883845126835781, -54.80588
2.9639519359145527, -55.69455
3.0440587449933245, -54.04905
3.1241655540720963, -52.63791
3.204272363150868, -52.65256
3.28437917222964, -60.55784
3.364485981308411, -62.54026
3.444592790387183, -60.26975
3.5246995994659547, -64.65452
3.6048064085447264, -61.75413
3.684913217623498, -61.71506
3.76502002670227, -57.78928
3.8451268357810413, -52.94065
3.925233644859813, -53.76096
4.005340453938585, -53.49729
4.085447263017357, -51.98362
4.165554072096128, -51.5051
4.2456608811749, -21.99338
4.325767690253672, -22.01291
4.405874499332444, -21.97873
4.4859813084112155, -21.99338
4.566088117489987, -22.23264
4.646194926568758, -22.21311
4.72630173564753, -22.57444
4.806408544726302, -22.54514
4.886515353805073, -22.70627
4.966622162883845, -22.66721
5.046728971962617, -22.63303
5.126835781041389, -22.86741
5.2069425901201605, -22.76975
5.287049399198932, -23.1262
5.367156208277704, -22.94553
5.447263017356476, -23.34104
5.5273698264352475, -22.75998
5.607476635514019, -23.31663
5.68758344459279, -22.94553
5.767690253671562, -23.07248
5.847797062750334, -23.07737
