% Measurement ID: 1661
% Mode ID: S
% Date and time: 2020-07-15 09:43:40
% Sample ID: SPT10-78-22
% Measurement type: spectrum
% Frequency [Hz]: 1475592.946387847
% Quality factor: 112386.57859137098
% Temperature [K]: 293.0
% Pressure [mBar]: 5.9e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1475533.0, -132.1879
1475533.0, -131.9879
1475533.0, -131.9054
1475533.0, -131.9404
1475534.0, -132.2607
1475534.0, -132.8103
1475534.0, -133.0624
1475534.0, -133.1926
1475534.0, -132.8324
1475534.0, -132.1049
1475534.0, -131.9349
1475534.0, -131.855
1475535.0, -131.865
1475535.0, -131.8989
1475535.0, -131.9787
1475535.0, -132.349
1475535.0, -132.9282
1475535.0, -133.334
1475535.0, -133.6937
1475536.0, -133.6457
1475536.0, -133.3106
1475536.0, -132.6129
1475536.0, -132.3882
1475536.0, -132.6364
1475536.0, -132.2953
1475536.0, -131.7189
1475536.0, -131.7635
1475537.0, -132.1436
1475537.0, -132.3042
1475537.0, -132.4303
1475537.0, -132.5162
1475537.0, -132.5638
1475537.0, -132.3769
1475537.0, -132.2139
1475538.0, -132.0749
1475538.0, -132.2528
1475538.0, -132.6498
1475538.0, -132.7823
1475538.0, -132.8114
1475538.0, -133.2423
1475538.0, -133.9065
1475538.0, -133.2642
1475539.0, -131.8287
1475539.0, -131.5089
1475539.0, -131.2795
1475539.0, -131.1407
1475539.0, -130.9688
1475539.0, -130.8049
1475539.0, -131.1419
1475540.0, -131.8154
1475540.0, -132.184
1475540.0, -132.4616
1475540.0, -132.8531
1475540.0, -133.2903
1475540.0, -134.0579
1475540.0, -134.2365
1475540.0, -133.8262
1475541.0, -133.9429
1475541.0, -134.2147
1475541.0, -134.0139
1475541.0, -133.5498
1475541.0, -133.2604
1475541.0, -132.9997
1475541.0, -133.0352
1475542.0, -133.2776
1475542.0, -133.881
1475542.0, -133.892
1475542.0, -133.3107
1475542.0, -133.1382
1475542.0, -133.0407
1475542.0, -133.0996
1475542.0, -133.2877
1475543.0, -133.1853
1475543.0, -132.9322
1475543.0, -132.5912
1475543.0, -132.1415
1475543.0, -132.1864
1475543.0, -132.3266
1475543.0, -132.562
1475544.0, -132.9237
1475544.0, -133.4012
1475544.0, -133.1693
1475544.0, -132.5029
1475544.0, -132.4342
1475544.0, -132.6192
1475544.0, -132.5196
1475544.0, -132.3149
1475545.0, -132.4055
1475545.0, -132.3405
1475545.0, -132.1198
1475545.0, -132.0197
1475545.0, -131.9481
1475545.0, -131.9488
1475545.0, -132.0073
1475546.0, -131.8906
1475546.0, -131.6764
1475546.0, -131.651
1475546.0, -131.7191
1475546.0, -131.9076
1475546.0, -132.1858
1475546.0, -132.5537
1475546.0, -132.5388
1475547.0, -132.2987
1475547.0, -132.1773
1475547.0, -132.0599
1475547.0, -131.9527
1475547.0, -131.8536
1475547.0, -131.9378
1475547.0, -132.147
1475548.0, -132.4951
1475548.0, -132.5014
1475548.0, -132.1659
1475548.0, -132.0866
1475548.0, -132.0641
1475548.0, -132.163
1475548.0, -132.3619
1475548.0, -132.507
1475549.0, -132.6494
1475549.0, -132.356
1475549.0, -131.7712
1475549.0, -131.3387
1475549.0, -131.2333
1475549.0, -131.455
1475549.0, -131.4391
1475550.0, -131.3737
1475550.0, -131.2617
1475550.0, -131.1022
1475550.0, -131.0207
1475550.0, -130.9755
1475550.0, -130.9452
1475550.0, -130.9368
1475550.0, -131.623
1475551.0, -131.7532
1475551.0, -131.3275
1475551.0, -131.4248
1475551.0, -131.6856
1475551.0, -131.8527
1475551.0, -132.012
1475551.0, -132.2781
1475552.0, -132.6128
1475552.0, -132.0603
1475552.0, -131.8134
1475552.0, -131.8722
1475552.0, -131.5844
1475552.0, -131.1674
1475552.0, -130.8082
1475552.0, -130.4446
1475553.0, -130.2509
1475553.0, -130.1689
1475553.0, -130.1382
1475553.0, -130.1789
1475553.0, -130.8722
1475553.0, -131.577
1475553.0, -132.2934
1475554.0, -132.0904
1475554.0, -131.2783
1475554.0, -131.216
1475554.0, -131.4506
1475554.0, -131.6452
1475554.0, -131.9122
1475554.0, -132.0261
1475554.0, -132.0622
1475555.0, -132.1621
1475555.0, -132.1767
1475555.0, -132.106
1475555.0, -132.1148
1475555.0, -132.1481
1475555.0, -131.929
1475555.0, -131.5497
1475556.0, -131.1806
1475556.0, -130.7647
1475556.0, -130.6693
1475556.0, -130.7719
1475556.0, -130.9569
1475556.0, -130.9994
1475556.0, -130.8993
1475556.0, -130.7794
1475557.0, -130.5987
1475557.0, -130.6158
1475557.0, -130.7445
1475557.0, -130.4533
1475557.0, -129.9195
1475557.0, -129.7715
1475557.0, -129.7998
1475558.0, -130.4036
1475558.0, -130.561
1475558.0, -130.2721
1475558.0, -130.4576
1475558.0, -130.8107
1475558.0, -130.9157
1475558.0, -130.9111
1475558.0, -130.7834
1475559.0, -130.537
1475559.0, -130.4502
1475559.0, -130.4301
1475559.0, -129.8328
1475559.0, -129.8001
1475559.0, -130.332
1475559.0, -130.6408
1475560.0, -130.989
1475560.0, -130.8977
1475560.0, -130.5264
1475560.0, -130.4822
1475560.0, -130.5626
1475560.0, -130.6834
1475560.0, -130.8726
1475560.0, -131.325
1475561.0, -131.4341
1475561.0, -131.1998
1475561.0, -131.1161
1475561.0, -131.0184
1475561.0, -130.9791
1475561.0, -130.974
1475561.0, -131.1252
1475562.0, -131.392
1475562.0, -131.4716
1475562.0, -131.4649
1475562.0, -131.6102
1475562.0, -131.3337
1475562.0, -130.6354
1475562.0, -130.6113
1475562.0, -130.896
1475563.0, -130.7248
1475563.0, -130.3527
1475563.0, -130.1012
1475563.0, -129.8631
1475563.0, -129.8894
1475563.0, -130.0965
1475563.0, -129.662
1475564.0, -129.3209
1475564.0, -129.073
1475564.0, -128.8222
1475564.0, -128.6004
1475564.0, -128.7536
1475564.0, -129.1663
1475564.0, -129.6387
1475564.0, -130.2373
1475565.0, -130.1303
1475565.0, -129.595
1475565.0, -129.5454
1475565.0, -129.7213
1475565.0, -130.1224
1475565.0, -130.2252
1475565.0, -130.2043
1475566.0, -130.3065
1475566.0, -130.4494
1475566.0, -130.1207
1475566.0, -129.491
1475566.0, -129.2629
1475566.0, -129.2022
1475566.0, -129.6104
1475566.0, -129.6936
1475567.0, -129.4516
1475567.0, -129.2887
1475567.0, -129.0702
1475567.0, -129.0997
1475567.0, -129.2759
1475567.0, -129.5426
1475567.0, -129.9186
1475568.0, -130.4812
1475568.0, -131.2047
1475568.0, -130.9602
1475568.0, -131.0833
1475568.0, -131.5741
1475568.0, -131.4257
1475568.0, -130.9736
1475568.0, -130.8639
1475569.0, -130.8813
1475569.0, -130.5307
1475569.0, -129.9772
1475569.0, -129.4148
1475569.0, -129.2664
1475569.0, -129.5321
1475569.0, -129.4197
1475570.0, -129.1932
1475570.0, -129.4503
1475570.0, -129.9917
1475570.0, -130.1899
1475570.0, -130.2541
1475570.0, -130.2428
1475570.0, -130.1365
1475570.0, -129.1192
1475571.0, -128.7315
1475571.0, -128.9732
1475571.0, -129.026
1475571.0, -129.1628
1475571.0, -129.021
1475571.0, -128.7215
1475571.0, -128.6375
1475572.0, -128.6446
1475572.0, -128.517
1475572.0, -128.3298
1475572.0, -128.4168
1475572.0, -128.3389
1475572.0, -128.0963
1475572.0, -128.146
1475572.0, -128.3358
1475573.0, -128.3341
1475573.0, -128.2514
1475573.0, -128.0791
1475573.0, -127.8202
1475573.0, -127.4597
1475573.0, -127.0026
1475573.0, -126.5621
1475574.0, -126.6167
1475574.0, -127.1662
1475574.0, -127.3782
1475574.0, -127.5302
1475574.0, -127.7413
1475574.0, -127.9718
1475574.0, -128.185
1475574.0, -128.3934
1475575.0, -128.3023
1475575.0, -128.01
1475575.0, -127.7797
1475575.0, -127.3402
1475575.0, -126.6917
1475575.0, -126.3268
1475575.0, -126.0815
1475576.0, -125.9885
1475576.0, -126.0369
1475576.0, -126.1063
1475576.0, -126.237
1475576.0, -126.4892
1475576.0, -126.843
1475576.0, -126.4494
1475576.0, -126.365
1475577.0, -126.5897
1475577.0, -126.6662
1475577.0, -126.7469
1475577.0, -126.9573
1475577.0, -127.2554
1475577.0, -127.2422
