% Measurement ID: 1730
% Mode ID: S
% Date and time: 2020-07-15 09:52:54
% Sample ID: SPT10-82
% Measurement type: spectrum
% Frequency [Hz]: 1447634.194768586
% Quality factor: 80431.0659631372
% Temperature [K]: 293.0
% Pressure [mBar]: 5.86e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1447573.0, -126.0754
1447573.0, -125.8867
1447573.0, -125.7368
1447573.0, -125.6258
1447574.0, -125.8451
1447574.0, -126.2977
1447574.0, -126.5291
1447574.0, -126.6908
1447574.0, -126.6565
1447574.0, -126.4682
1447574.0, -126.8351
1447574.0, -126.8002
1447575.0, -126.3634
1447575.0, -126.493
1447575.0, -126.8663
1447575.0, -126.8362
1447575.0, -126.6185
1447575.0, -126.5781
1447575.0, -126.5934
1447576.0, -126.4927
1447576.0, -126.3331
1447576.0, -127.203
1447576.0, -127.5355
1447576.0, -127.3304
1447576.0, -127.1611
1447576.0, -126.8366
1447576.0, -126.7337
1447577.0, -126.7266
1447577.0, -126.7142
1447577.0, -126.7302
1447577.0, -126.6748
1447577.0, -126.5814
1447577.0, -126.5092
1447577.0, -126.5957
1447578.0, -126.841
1447578.0, -127.0031
1447578.0, -127.1626
1447578.0, -126.9549
1447578.0, -126.5017
1447578.0, -126.5744
1447578.0, -126.9159
1447578.0, -126.7352
1447579.0, -126.2959
1447579.0, -125.8579
1447579.0, -125.5401
1447579.0, -125.3424
1447579.0, -125.1541
1447579.0, -125.0121
1447579.0, -124.9125
1447580.0, -124.8566
1447580.0, -124.9018
1447580.0, -125.0291
1447580.0, -125.2779
1447580.0, -125.6352
1447580.0, -126.1608
1447580.0, -126.4716
1447580.0, -126.5677
1447581.0, -126.3501
1447581.0, -125.8519
1447581.0, -125.5535
1447581.0, -125.2947
1447581.0, -125.2295
1447581.0, -125.3066
1447581.0, -125.3632
1447582.0, -125.4538
1447582.0, -125.5809
1447582.0, -125.4983
1447582.0, -125.206
1447582.0, -125.1066
1447582.0, -125.0659
1447582.0, -125.0522
1447582.0, -125.076
1447583.0, -125.0781
1447583.0, -125.0783
1447583.0, -125.1928
1447583.0, -125.3829
1447583.0, -125.7663
1447583.0, -125.9232
1447583.0, -125.8536
1447584.0, -125.7452
1447584.0, -125.5355
1447584.0, -125.58
1447584.0, -125.7603
1447584.0, -125.543
1447584.0, -125.106
1447584.0, -124.9571
1447584.0, -124.9269
1447585.0, -124.5384
1447585.0, -124.5696
1447585.0, -125.0206
1447585.0, -125.2157
1447585.0, -125.3801
1447585.0, -125.4712
1447585.0, -125.5033
1447586.0, -125.2274
1447586.0, -124.7266
1447586.0, -124.6566
1447586.0, -124.7988
1447586.0, -124.6505
1447586.0, -124.7463
1447586.0, -125.0863
1447586.0, -125.1925
1447587.0, -125.2244
1447587.0, -125.1774
1447587.0, -125.053
1447587.0, -124.978
1447587.0, -124.9101
1447587.0, -124.7956
1447587.0, -124.6524
1447588.0, -124.8536
1447588.0, -124.8096
1447588.0, -124.5202
1447588.0, -124.3248
1447588.0, -124.1102
1447588.0, -124.1588
1447588.0, -124.3764
1447588.0, -124.2529
1447589.0, -123.9584
1447589.0, -123.7459
1447589.0, -123.5311
1447589.0, -123.3796
1447589.0, -123.4041
1447589.0, -123.6047
1447589.0, -123.9616
1447590.0, -124.4814
1447590.0, -124.6821
1447590.0, -124.7243
1447590.0, -124.4945
1447590.0, -124.0306
1447590.0, -124.0029
1447590.0, -124.188
1447590.0, -123.9452
1447591.0, -123.6366
1447591.0, -123.2624
1447591.0, -123.0473
1447591.0, -122.9164
1447591.0, -122.7849
1447591.0, -122.6812
1447591.0, -122.775
1447592.0, -123.0099
1447592.0, -123.2344
1447592.0, -123.4791
1447592.0, -123.7438
1447592.0, -123.7162
1447592.0, -123.5004
1447592.0, -123.4043
1447592.0, -123.3253
1447593.0, -123.3729
1447593.0, -123.5105
1447593.0, -123.5915
1447593.0, -123.6648
1447593.0, -123.8117
1447593.0, -124.0012
1447593.0, -124.2332
1447594.0, -124.107
1447594.0, -123.756
1447594.0, -123.651
1447594.0, -123.6352
1447594.0, -123.6959
1447594.0, -123.8374
1447594.0, -123.7711
1447594.0, -123.5931
1447595.0, -123.6045
1447595.0, -123.4597
1447595.0, -123.1588
1447595.0, -122.9814
1447595.0, -122.8344
1447595.0, -122.6265
1447595.0, -122.3882
1447596.0, -122.3553
1447596.0, -122.4492
1447596.0, -122.4062
1447596.0, -122.3144
1447596.0, -122.5858
1447596.0, -122.8024
1447596.0, -122.964
1447596.0, -123.109
1447597.0, -123.2245
1447597.0, -123.2875
1447597.0, -123.3057
1447597.0, -123.3757
1447597.0, -123.4652
1447597.0, -123.2684
1447597.0, -122.8873
1447598.0, -122.4882
1447598.0, -122.1446
1447598.0, -121.8565
1447598.0, -121.7815
1447598.0, -121.867
1447598.0, -121.8563
1447598.0, -121.8351
1447598.0, -122.0032
1447599.0, -122.294
1447599.0, -122.1002
1447599.0, -121.6241
1447599.0, -122.0002
1447599.0, -122.1093
1447599.0, -121.9515
1447599.0, -121.8555
1447600.0, -121.7116
1447600.0, -121.7988
1447600.0, -122.0241
1447600.0, -122.1923
1447600.0, -122.3683
1447600.0, -122.6551
1447600.0, -123.0182
1447600.0, -123.4789
1447601.0, -123.1663
1447601.0, -122.0805
1447601.0, -121.7271
1447601.0, -121.6042
1447601.0, -121.6313
1447601.0, -121.8352
1447601.0, -121.7267
1447602.0, -121.4689
1447602.0, -121.4359
1447602.0, -121.5028
1447602.0, -121.8256
1447602.0, -121.9855
1447602.0, -121.9825
1447602.0, -121.7562
1447602.0, -121.3267
1447603.0, -121.1743
1447603.0, -121.139
1447603.0, -120.8521
1447603.0, -120.4367
1447603.0, -120.2972
1447603.0, -120.2989
1447603.0, -120.6729
1447604.0, -120.6654
1447604.0, -120.2763
1447604.0, -120.2526
1447604.0, -120.3452
1447604.0, -120.4952
1447604.0, -120.7223
1447604.0, -120.8504
1447604.0, -120.9381
1447605.0, -121.1633
1447605.0, -121.4669
1447605.0, -121.2833
1447605.0, -121.2008
1447605.0, -121.2193
1447605.0, -121.1841
1447605.0, -121.1468
1447606.0, -120.828
1447606.0, -120.3208
1447606.0, -120.1732
1447606.0, -120.2023
1447606.0, -120.1411
1447606.0, -120.0787
1447606.0, -119.9556
1447606.0, -119.7752
1447607.0, -119.5376
1447607.0, -119.3516
1447607.0, -119.1811
1447607.0, -119.2261
1447607.0, -119.4199
1447607.0, -119.544
1447607.0, -119.671
1447608.0, -120.0188
1447608.0, -120.5148
1447608.0, -120.487
1447608.0, -120.5876
1447608.0, -120.8168
1447608.0, -120.8737
1447608.0, -120.8587
1447608.0, -120.8957
1447609.0, -120.9433
1447609.0, -120.8028
1447609.0, -120.5406
1447609.0, -119.7899
1447609.0, -119.207
1447609.0, -118.7919
1447609.0, -118.4077
1447610.0, -118.1001
1447610.0, -117.9996
1447610.0, -118.0626
1447610.0, -118.2231
1447610.0, -118.503
1447610.0, -118.6306
1447610.0, -118.6964
