% Measurement ID: 1723
% Mode ID: S
% Date and time: 2020-07-15 07:59:12
% Sample ID: SPT10-12
% Measurement type: spectrum
% Frequency [Hz]: 1420910.4693139596
% Quality factor: 67455.20387462719
% Temperature [K]: 293.0
% Pressure [mBar]: 6.48e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1420847.0, -124.3112
1420847.0, -123.4754
1420847.0, -123.2845
1420847.0, -123.7386
1420848.0, -124.1184
1420848.0, -124.6639
1420848.0, -124.7751
1420848.0, -124.6521
1420848.0, -124.6797
1420848.0, -124.7295
1420848.0, -124.7936
1420848.0, -124.7876
1420849.0, -124.7113
1420849.0, -124.4652
1420849.0, -124.0824
1420849.0, -123.6975
1420849.0, -123.2657
1420849.0, -123.214
1420849.0, -123.4002
1420850.0, -123.3111
1420850.0, -123.1177
1420850.0, -123.0086
1420850.0, -123.0892
1420850.0, -123.3595
1420850.0, -123.4847
1420850.0, -123.5765
1420850.0, -123.6967
1420851.0, -123.8249
1420851.0, -124.0729
1420851.0, -124.4034
1420851.0, -124.7024
1420851.0, -125.0078
1420851.0, -124.9521
1420851.0, -124.716
1420852.0, -124.2997
1420852.0, -123.8478
1420852.0, -123.3119
1420852.0, -122.9671
1420852.0, -122.7216
1420852.0, -122.6368
1420852.0, -122.6923
1420852.0, -122.9117
1420853.0, -123.287
1420853.0, -123.5916
1420853.0, -123.6816
1420853.0, -123.5572
1420853.0, -123.9377
1420853.0, -124.5833
1420853.0, -124.3052
1420854.0, -123.4995
1420854.0, -123.4444
1420854.0, -123.7137
1420854.0, -123.6387
1420854.0, -123.4423
1420854.0, -123.5332
1420854.0, -123.577
1420854.0, -123.5736
1420855.0, -123.809
1420855.0, -124.1878
1420855.0, -124.2403
1420855.0, -124.1231
1420855.0, -123.7953
1420855.0, -123.2707
1420855.0, -123.3651
1420856.0, -123.8066
1420856.0, -123.7697
1420856.0, -123.8276
1420856.0, -123.9804
1420856.0, -123.8851
1420856.0, -123.656
1420856.0, -123.5908
1420856.0, -123.5902
1420857.0, -123.8266
1420857.0, -124.2425
1420857.0, -124.5554
1420857.0, -124.8594
1420857.0, -125.6504
1420857.0, -125.5746
1420857.0, -124.632
1420858.0, -124.3641
1420858.0, -124.257
1420858.0, -124.0961
1420858.0, -123.9529
1420858.0, -123.7549
1420858.0, -123.5262
1420858.0, -123.8561
1420858.0, -124.5484
1420859.0, -124.0235
1420859.0, -123.4243
1420859.0, -122.7508
1420859.0, -122.5709
1420859.0, -122.6953
1420859.0, -122.8138
1420859.0, -123.0298
1420860.0, -123.366
1420860.0, -123.8149
1420860.0, -123.8765
1420860.0, -123.7176
1420860.0, -122.8695
1420860.0, -122.5546
1420860.0, -122.7729
1420860.0, -122.8087
1420861.0, -122.9006
1420861.0, -123.1145
1420861.0, -123.4286
1420861.0, -123.4645
1420861.0, -123.3482
1420861.0, -123.2071
1420861.0, -122.9988
1420862.0, -121.9383
1420862.0, -121.8058
1420862.0, -122.6014
1420862.0, -122.7632
1420862.0, -122.8118
1420862.0, -123.0268
1420862.0, -123.315
1420862.0, -123.4823
1420863.0, -123.5934
1420863.0, -123.7773
1420863.0, -123.991
1420863.0, -124.6805
1420863.0, -124.7711
1420863.0, -124.263
1420863.0, -123.968
1420864.0, -123.6156
1420864.0, -123.7181
1420864.0, -124.1047
1420864.0, -124.0128
1420864.0, -123.6967
1420864.0, -123.4949
1420864.0, -123.2946
1420864.0, -124.6259
1420865.0, -125.0896
1420865.0, -124.6858
1420865.0, -124.8312
1420865.0, -125.0536
1420865.0, -124.5719
1420865.0, -123.6464
1420865.0, -123.4009
1420866.0, -123.4609
1420866.0, -123.4904
1420866.0, -123.5926
1420866.0, -123.7675
1420866.0, -123.5206
1420866.0, -123.0166
1420866.0, -123.0538
1420866.0, -123.366
1420867.0, -122.899
1420867.0, -122.0043
1420867.0, -121.5838
1420867.0, -121.3368
1420867.0, -121.2521
1420867.0, -121.179
1420867.0, -121.1176
1420868.0, -121.1232
1420868.0, -121.1773
1420868.0, -121.0672
1420868.0, -120.8638
1420868.0, -120.9853
1420868.0, -121.2922
1420868.0, -121.734
