% Measurement ID: 3213
% Mode ID: 1
% Date and time: 2020-02-03 11:10:58
% Sample ID: PSE2-57-41
% Measurement type: spectrum
% Frequency [Hz]: 170411.8133049015
% Quality factor: 3198.8935154932797
% Temperature [K]: 293.0
% Pressure [mBar]: 4.22e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
170264.0, -96.18937
170264.0, -96.22067
170265.0, -96.196
170265.0, -96.23362
170266.0, -96.09125
170266.0, -96.05863
170266.0, -96.13576
170267.0, -96.27253
170267.0, -96.65118
170268.0, -96.0011
170268.0, -96.03759
170268.0, -96.05673
170269.0, -96.05851
170269.0, -96.13298
170270.0, -96.29442
170270.0, -96.03255
170270.0, -95.96344
170271.0, -96.08708
170271.0, -95.92369
170272.0, -95.86037
170272.0, -96.22673
170272.0, -96.97339
170273.0, -97.30695
170273.0, -97.2274
170274.0, -97.56534
170274.0, -97.76873
170274.0, -97.57603
170275.0, -97.43594
170275.0, -97.34844
170276.0, -97.106
170276.0, -96.67014
170276.0, -96.17256
170277.0, -96.00942
170277.0, -96.02822
170278.0, -96.22894
170278.0, -96.17374
170278.0, -96.53949
170279.0, -96.50685
170279.0, -96.48847
170280.0, -96.48434
170280.0, -96.35132
170280.0, -96.40693
170281.0, -96.75855
170281.0, -96.27335
170282.0, -96.01221
170282.0, -95.97514
170282.0, -96.15005
170283.0, -95.86371
170283.0, -95.43454
170284.0, -95.24931
170284.0, -95.30804
170284.0, -95.2586
170285.0, -95.62825
170285.0, -96.23532
170286.0, -96.02351
170286.0, -96.01771
170286.0, -96.21794
170287.0, -96.22601
170287.0, -96.01307
170288.0, -96.14511
170288.0, -96.26108
170288.0, -96.36098
170289.0, -96.45181
170289.0, -96.28456
170290.0, -96.14604
170290.0, -96.15611
170290.0, -96.14316
170291.0, -96.10718
170291.0, -95.94882
170292.0, -96.04915
170292.0, -96.10184
170292.0, -96.17676
170293.0, -96.27392
170293.0, -96.70679
170294.0, -96.86474
170294.0, -97.20258
170294.0, -97.30717
170295.0, -97.24974
170295.0, -97.03029
170296.0, -96.8948
170296.0, -96.87311
170296.0, -97.34135
170297.0, -97.51585
170297.0, -97.3966
170298.0, -97.45263
170298.0, -97.03425
170298.0, -96.8928
170299.0, -96.77608
170299.0, -96.82221
170300.0, -97.03122
170300.0, -97.12887
170300.0, -97.52392
170301.0, -97.44954
170301.0, -97.17724
170302.0, -97.02904
170302.0, -97.00495
170302.0, -96.82495
170303.0, -96.78635
170303.0, -96.71137
170304.0, -96.62195
170304.0, -96.51811
170304.0, -96.78055
170305.0, -97.14218
170305.0, -97.12497
170306.0, -96.68418
170306.0, -96.47785
170306.0, -96.50598
170307.0, -96.50413
170307.0, -96.09243
170308.0, -95.54956
170308.0, -95.27919
170308.0, -95.28132
170309.0, -95.3266
170309.0, -95.53378
170310.0, -95.48861
170310.0, -95.66757
170310.0, -95.66559
170311.0, -95.48264
170311.0, -95.35939
170312.0, -95.61109
170312.0, -96.14095
170312.0, -96.41908
170313.0, -96.44548
170313.0, -96.55918
170314.0, -96.46974
170314.0, -96.4423
170314.0, -96.55465
170315.0, -96.46429
170315.0, -96.17122
170316.0, -96.39342
170316.0, -96.2824
170316.0, -96.01297
170317.0, -95.91045
170317.0, -95.97483
170318.0, -96.0325
170318.0, -95.90457
170318.0, -95.63509
