% Measurement ID: 3207
% Mode ID: 1
% Date and time: 2020-02-03 11:53:40
% Sample ID: PSE2-57-13
% Measurement type: spectrum
% Frequency [Hz]: 171275.9639732281
% Quality factor: 3587.8004604689513
% Temperature [K]: 293.0
% Pressure [mBar]: 4.22e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
171129.0, -97.81988
171129.0, -98.02478
171130.0, -97.84882
171130.0, -97.58124
171131.0, -97.40031
171131.0, -97.28439
171131.0, -97.23349
171132.0, -97.38113
171132.0, -97.89578
171133.0, -98.37057
171133.0, -98.65368
171133.0, -98.65569
171134.0, -98.37661
171134.0, -98.15812
171135.0, -97.83124
171135.0, -98.23349
171135.0, -98.55609
171136.0, -98.79901
171136.0, -98.43209
171137.0, -98.46672
171137.0, -98.86107
171137.0, -99.48971
171138.0, -99.538
171138.0, -99.00596
171139.0, -98.63806
171139.0, -98.4827
171139.0, -98.70775
171140.0, -98.64108
171140.0, -98.28268
171141.0, -98.32831
171141.0, -98.58932
171141.0, -98.65999
171142.0, -98.09287
171142.0, -97.91416
171143.0, -98.12385
171143.0, -98.54697
171143.0, -99.02273
171144.0, -99.4542
171144.0, -99.7522
171145.0, -99.91673
171145.0, -99.97231
171145.0, -99.7762
171146.0, -99.20739
171146.0, -99.1005
171147.0, -99.00637
171147.0, -98.92499
171147.0, -98.98838
171148.0, -98.61009
171148.0, -98.40395
171149.0, -98.39936
171149.0, -98.59633
171149.0, -99.07946
171150.0, -99.90732
171150.0, -100.2228
171151.0, -100.3596
171151.0, -100.1513
171151.0, -99.59784
171152.0, -99.20855
171152.0, -99.02602
171153.0, -98.87501
171153.0, -98.79271
171153.0, -98.77913
171154.0, -98.67819
171154.0, -98.24228
171155.0, -97.83195
171155.0, -97.46077
171155.0, -97.26608
171156.0, -97.24788
171156.0, -97.23314
171157.0, -97.12785
171157.0, -96.76332
171157.0, -96.58722
171158.0, -96.59953
171158.0, -96.82289
171159.0, -97.04741
171159.0, -97.02922
171159.0, -97.22799
171160.0, -97.30487
171160.0, -97.25986
171161.0, -97.34447
171161.0, -97.94399
171161.0, -98.76057
171162.0, -99.13202
171162.0, -99.05833
171163.0, -99.21929
171163.0, -99.91398
171163.0, -98.77646
171164.0, -99.02211
171164.0, -98.80863
171165.0, -98.13602
171165.0, -97.76785
171165.0, -97.76235
171166.0, -97.99912
171166.0, -98.56029
171167.0, -98.92022
171167.0, -99.07893
171167.0, -99.87687
171168.0, -99.73784
171168.0, -99.5942
171169.0, -99.56754
171169.0, -99.65786
171169.0, -99.27771
171170.0, -98.71068
171170.0, -98.27948
171171.0, -98.35379
171171.0, -98.41585
171171.0, -98.46565
171172.0, -98.77238
171172.0, -98.59615
171173.0, -98.63513
171173.0, -98.79579
171173.0, -99.07813
171174.0, -98.6456
171174.0, -98.59287
171175.0, -98.65058
171175.0, -98.92801
171175.0, -99.19881
171176.0, -99.46299
171176.0, -99.4779
171177.0, -99.62332
171177.0, -100.2647
171177.0, -100.3232
171178.0, -99.79884
171178.0, -99.63149
171179.0, -99.54866
171179.0, -99.22089
171179.0, -98.89649
171180.0, -98.73648
171180.0, -98.74086
171181.0, -98.26563
171181.0, -97.90271
171181.0, -97.58657
171182.0, -97.37646
171182.0, -97.27238
171183.0, -97.81517
171183.0, -97.73571
171183.0, -97.66585
171184.0, -97.77078
171184.0, -97.83665
171185.0, -97.86347
171185.0, -97.80958
171185.0, -97.22906
171186.0, -97.05904
171186.0, -96.97385
171187.0, -96.97346
171187.0, -96.96663
171187.0, -96.9431
171188.0, -96.84988
171188.0, -96.67073
171189.0, -96.63711
171189.0, -96.74903
171189.0, -96.98092
171190.0, -97.61666
171190.0, -97.59651
171191.0, -97.60784
171191.0, -97.65066
171191.0, -97.79164
171192.0, -97.69141
171192.0, -97.88886
171193.0, -98.40564
171193.0, -98.72476
171193.0, -98.84624
171194.0, -99.3814
171194.0, -98.94798
171195.0, -98.54537
171195.0, -98.23447
171195.0, -98.01528
171196.0, -97.73793
171196.0, -97.4732
171197.0, -97.21947
171197.0, -97.14099
171197.0, -97.10947
171198.0, -97.12492
171198.0, -97.34172
171199.0, -97.80567
171199.0, -97.62243
171199.0, -97.64918
171200.0, -97.88593
171200.0, -98.24583
171201.0, -98.201
171201.0, -97.9067
171201.0, -97.50196
171202.0, -97.30475
171202.0, -97.31508
171203.0, -97.47142
171203.0, -97.38912
171203.0, -97.52522
171204.0, -97.11222
171204.0, -96.94141
171205.0, -97.01279
171205.0, -97.27158
171205.0, -97.51785
171206.0, -97.34846
171206.0, -97.29789
171207.0, -97.36613
171207.0, -97.65519
171207.0, -97.76696
171208.0, -97.25036
171208.0, -97.19736
171209.0, -97.29304
171209.0, -97.53738
171209.0, -97.36426
171210.0, -97.54892
171210.0, -97.82431
171211.0, -97.89483
171211.0, -97.76048
171211.0, -97.75817
171212.0, -97.3371
171212.0, -97.33603
171213.0, -97.30709
171213.0, -97.23048
171213.0, -97.10619
171214.0, -97.11116
171214.0, -97.19346
171215.0, -96.93742
171215.0, -96.8416
171215.0, -96.90599
171216.0, -96.91984
171216.0, -97.05461
171217.0, -97.35556
171217.0, -97.57147
171217.0, -97.90348
171218.0, -98.35157
171218.0, -97.10556
171219.0, -96.55123
171219.0, -96.35263
171219.0, -96.34805
171220.0, -96.53747
171220.0, -96.47861
171221.0, -96.51696
171221.0, -96.6646
171221.0, -96.97231
171222.0, -97.02779
171222.0, -96.83106
171223.0, -96.6045
171223.0, -96.38016
171223.0, -95.97506
171224.0, -95.82952
171224.0, -95.94354
171225.0, -96.4304
171225.0, -96.49042
171225.0, -96.71165
171226.0, -96.71565
171226.0, -96.67845
171227.0, -96.60006
171227.0, -96.28321
171227.0, -95.91114
171228.0, -95.85113
171228.0, -95.75063
171229.0, -95.60965
171229.0, -95.62767
171229.0, -95.47426
171230.0, -95.74344
171230.0, -95.63353
171231.0, -95.50379
171231.0, -95.35423
171231.0, -95.12598
171232.0, -95.15874
171232.0, -95.24974
171233.0, -95.40996
171233.0, -95.63939
171233.0, -96.17481
171234.0, -95.76368
171234.0, -95.98838
171235.0, -96.03925
171235.0, -96.13119
171235.0, -96.26421
171236.0, -96.591
171236.0, -95.9455
171237.0, -96.3062
171237.0, -95.61009
171237.0, -95.36033
171238.0, -95.55691
171238.0, -95.82183
171239.0, -95.40972
171239.0, -95.03046
171239.0, -94.89862
171240.0, -95.01421
171240.0, -95.40706
171241.0, -95.42668
171241.0, -95.29262
171241.0, -95.07875
171242.0, -94.93931
171242.0, -94.8743
171243.0, -94.86355
171243.0, -95.08541
171243.0, -94.83719
171244.0, -94.75859
171244.0, -94.84962
171245.0, -94.40848
171245.0, -94.27007
171245.0, -94.51448
171246.0, -95.43458
171246.0, -95.58751
171247.0, -94.97328
171247.0, -94.82884
171247.0, -94.96672
171248.0, -95.06517
171248.0, -95.06254
171249.0, -94.95881
171249.0, -95.15688
171249.0, -95.11693
171250.0, -94.76173
171250.0, -94.24202
171251.0, -94.01608
171251.0, -94.0839
171251.0, -93.98953
171252.0, -93.84882
171252.0, -93.80496
171253.0, -93.80514
171253.0, -93.84935
171253.0, -93.70349
171254.0, -93.77815
171254.0, -94.00693
171255.0, -94.01901
171255.0, -94.00016
171255.0, -93.95038
171256.0, -93.41789
171256.0, -92.788
171257.0, -92.39773
171257.0, -92.32331
171257.0, -92.56473
171258.0, -92.31251
171258.0, -92.37625
171259.0, -92.6148
171259.0, -93.091
171259.0, -93.30132
171260.0, -93.24575
171260.0, -93.39063
171261.0, -93.78055
171261.0, -93.51492
171261.0, -93.30404
171262.0, -93.14791
171262.0, -92.87554
171263.0, -93.09527
171263.0, -93.54244
171263.0, -93.45952
171264.0, -93.64288
171264.0, -94.09251
171265.0, -93.10157
171265.0, -92.74237
171265.0, -92.42419
171266.0, -92.13282
171266.0, -91.86826
171267.0, -91.78525
171267.0, -91.59553
171267.0, -91.65812
171268.0, -91.9668
171268.0, -92.39664
171269.0, -92.94763
171269.0, -93.21174
171269.0, -92.87607
171270.0, -92.45526
171270.0, -92.28842
171271.0, -92.37554
171271.0, -91.94141
171271.0, -91.43946
171272.0, -91.12634
171272.0, -91.258
171273.0, -91.31106
171273.0, -91.28552
171273.0, -90.88903
171274.0, -90.40608
171274.0, -90.20633
171275.0, -90.13912
171275.0, -89.99255
171275.0, -89.76661
171276.0, -89.62234
171276.0, -89.78436
171277.0, -90.2469
171277.0, -90.41321
171277.0, -90.2833
171278.0, -90.60414
171278.0, -90.99583
171279.0, -91.36426
171279.0, -91.56357
171279.0, -91.73142
171280.0, -91.86782
171280.0, -91.99637
171281.0, -92.46831
171281.0, -92.35885
171281.0, -92.11734
171282.0, -91.74379
171282.0, -91.35157
171283.0, -91.1037
171283.0, -90.84322
171283.0, -90.76856
171284.0, -90.81126
171284.0, -90.97133
171285.0, -91.023
171285.0, -90.7453
171285.0, -90.57866
171286.0, -90.62048
171286.0, -90.87075
171287.0, -91.31499
171287.0, -91.96849
171287.0, -92.26652
171288.0, -92.24077
171288.0, -92.14773
171289.0, -91.9874
171289.0, -91.92925
171289.0, -92.25507
171290.0, -92.62785
171290.0, -92.84722
171291.0, -92.91318
171291.0, -93.00267
171291.0, -93.38371
171292.0, -93.90262
171292.0, -94.35761
171293.0, -94.56964
171293.0, -94.53871
171293.0, -94.73474
171294.0, -94.63557
171294.0, -94.85548
171295.0, -94.93268
171295.0, -94.86719
171295.0, -94.8205
171296.0, -94.39445
171296.0, -93.96174
171297.0, -93.69328
171297.0, -93.59447
171297.0, -93.66531
171298.0, -93.72719
171298.0, -93.65999
171299.0, -93.86817
171299.0, -94.17496
171299.0, -94.58035
171300.0, -94.87163
171300.0, -94.99504
171301.0, -94.67215
171301.0, -94.30798
171301.0, -94.17576
171302.0, -94.27549
171302.0, -94.12652
171303.0, -94.09518
171303.0, -94.00897
171303.0, -93.96384
171304.0, -93.95979
171304.0, -93.92304
171305.0, -93.97559
171305.0, -94.27602
171305.0, -94.73642
171306.0, -94.92449
171306.0, -94.84021
171307.0, -95.15608
171307.0, -95.40857
171307.0, -95.55878
171308.0, -95.31313
171308.0, -95.22917
171309.0, -95.30691
171309.0, -95.33683
171309.0, -95.53951
171310.0, -96.0887
171310.0, -96.48429
171311.0, -96.7263
171311.0, -96.70535
171311.0, -96.67135
171312.0, -96.30176
171312.0, -95.69452
171313.0, -95.45621
171313.0, -95.58683
171313.0, -95.72932
171314.0, -96.09873
171314.0, -96.1963
171315.0, -96.27572
171315.0, -96.33701
171315.0, -96.28934
171316.0, -96.09154
171316.0, -95.98341
171317.0, -96.02824
171317.0, -96.03149
171317.0, -95.99317
171318.0, -95.99646
171318.0, -96.20935
171319.0, -96.86213
171319.0, -97.01181
171319.0, -96.65839
171320.0, -96.6211
171320.0, -96.68262
171321.0, -96.68413
171321.0, -96.42037
171321.0, -96.17508
171322.0, -95.94825
171322.0, -95.4684
171323.0, -95.20686
171323.0, -95.26173
171323.0, -95.40167
171324.0, -95.62669
171324.0, -95.63673
171325.0, -96.11977
171325.0, -96.30567
171325.0, -96.7865
171326.0, -96.90626
171326.0, -96.66496
171327.0, -96.82485
171327.0, -97.0776
171327.0, -97.03392
171328.0, -96.88211
171328.0, -96.62217
171329.0, -96.5024
171329.0, -96.66203
171329.0, -96.79173
171330.0, -96.82547
171330.0, -96.89605
171331.0, -97.00347
171331.0, -97.54289
171331.0, -97.93245
