% Measurement ID: 3154
% Mode ID: 1
% Date and time: 2020-01-24 14:53:38
% Sample ID: PSE2-33
% Measurement type: spectrum
% Frequency [Hz]: 60757.49464205989
% Quality factor: 1539.0007620261529
% Temperature [K]: 293.0
% Pressure [mBar]: 2.38e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
60686.0, -87.893032495641
60686.01, -87.8799850406294
60686.02, -87.8664911875088
60686.03, -87.8527121216125
60686.04, -87.8388106319941
60686.05, -87.8249468173548
60686.06, -87.8112831021725
60686.07, -87.7979812417971
60686.08, -87.7852020494375
60686.09, -87.7731079305407
60686.1, -87.7618596276089
60686.11, -87.7516190692172
60686.12, -87.7425468934577
60686.13, -87.7348066785359
60686.14, -87.7285572536893
60686.15, -87.7239626265521
60686.16, -87.7211827081591
60686.17, -87.7203796877283
60686.18, -87.7217152944746
60686.19, -87.7253505901892
60686.2, -87.7314474400606
60686.21, -87.7401671069424
60686.22, -87.7516719566624
60686.23, -87.7661208633832
60686.24, -87.7839924927602
60686.25, -87.8061535552183
60686.26, -87.83237261567
60686.27, -87.8623464618646
60686.28, -87.8957766341938
60686.29, -87.9323572308568
60686.3, -87.9717882976833
60686.31, -88.0137671675834
60686.32, -88.0579916710812
60686.33, -88.1041610320436
60686.34, -88.1519733198718
60686.35, -88.2011246695933
60686.36, -88.2513142620026
60686.37, -88.302241641126
60686.38, -88.353602098135
60686.39, -88.4050952823324
60686.4, -88.4564190683921
60686.41, -88.5072715337731
60686.42, -88.5573506197743
60686.43, -88.6063538230707
60686.44, -88.6539797174651
60686.45, -88.6999271394097
60686.46, -88.743892433473
60686.47, -88.785574295711
60686.48, -88.8246714407191
60686.49, -88.8608809328125
60686.5, -88.8939020370532
60686.51, -88.9234319384573
60686.52, -88.9491685169523
60686.53, -88.9708102377484
60686.54, -88.9881040131363
60686.55, -89.0018983930392
60686.56, -89.0126097486421
60686.57, -89.0204248108728
60686.58, -89.0255339407973
60686.59, -89.0281214604979
60686.6, -89.028377863362
60686.61, -89.0264881395991
60686.62, -89.022642186322
60686.63, -89.0170261194646
60686.64, -89.0098276583517
60686.65, -89.0012352912247
60686.66, -88.9914355615121
60686.67, -88.9806161282154
60686.68, -88.9689647634739
60686.69, -88.9566676801736
60686.7, -88.9439155595652
60686.71, -88.9308937650413
60686.72, -88.9177901778823
60686.73, -88.9047925251874
60686.74, -88.892087238955
60686.75, -88.8798640440023
60686.76, -88.8683086365953
60686.77, -88.8576097087989
60686.78, -88.8479540360024
60686.79, -88.8395299989633
60686.8, -88.8325246943263
60686.81, -88.8271255211872
60686.82, -88.8235203110334
60686.83, -88.8218967203066
60686.84, -88.8222831159396
60686.85, -88.8238870833001
60686.86, -88.8265482712301
60686.87, -88.830190918514
60686.88, -88.8347365339438
60686.89, -88.8401071399043
60686.9, -88.8462269859475
60686.91, -88.8530166960368
60686.92, -88.8604016009773
60686.93, -88.8683015943844
60686.94, -88.8766405844795
60686.95, -88.885340117996
60686.96, -88.8943241391376
60686.97, -88.9035144287728
60686.98, -88.912834108161
60686.99, -88.9222051442679
60687.0, -88.9315505759145
60687.01, -88.9407924724573
60687.02, -88.949854149994
60687.03, -88.9586583567484
60687.04, -88.9671269114051
60687.05, -88.9751820516547
60687.06, -88.982746996224
60687.07, -88.9897451333367
60687.08, -88.9960979433756
60687.09, -89.0017284777279
60687.1, -89.0065590364572
60687.11, -89.0105133171887
60687.12, -89.0135123902252
60687.13, -89.0154790421726
60687.14, -89.0163632409857
60687.15, -89.0165474310538
60687.16, -89.0161810954619
60687.17, -89.0152801959672
60687.18, -89.0138637983434
60687.19, -89.0119497099593
60687.2, -89.0095541749197
60687.21, -89.0066971123197
60687.22, -89.0033944019601
60687.23, -88.9996641284241
60687.24, -88.9955251518067
60687.25, -88.9909941629464
60687.26, -88.9860886469603
60687.27, -88.9808274265517
60687.28, -88.9752278099046
60687.29, -88.9693065967835
60687.3, -88.9630827492275
60687.31, -88.9565741279295
60687.32, -88.9497971529699
60687.33, -88.9427713197038
60687.34, -88.9355127192607
60687.35, -88.928039954417
60687.36, -88.9203705064283
60687.37, -88.9125218747379
60687.38, -88.9045130858084
60687.39, -88.8963601504107
60687.4, -88.8880810878737
60687.41, -88.8796951126347
60687.42, -88.8712192235734
60687.43, -88.8626703057087
60687.44, -88.854068265617
60687.45, -88.8450797239642
60687.46, -88.8353906188518
60687.47, -88.825053005502
60687.48, -88.8141237558014
60687.49, -88.8026558475437
60687.5, -88.7907034984697
60687.51, -88.7783223924705
60687.52, -88.7655656935081
60687.53, -88.7524878538543
60687.54, -88.7391447178806
60687.55, -88.7255898256733
60687.56, -88.7118761690475
60687.57, -88.69806079191
60687.58, -88.6841960208076
60687.59, -88.6703375171491
60687.6, -88.6565387477866
60687.61, -88.6428557261337
60687.62, -88.6293408438296
60687.63, -88.6160500248241
60687.64, -88.603036745937
60687.65, -88.5903559208163
60687.66, -88.5780617666284
60687.67, -88.5662086083099
60687.68, -88.5548516764024
60687.69, -88.5440443415158
60687.7, -88.5338414428736
60687.71, -88.5242974928567
60687.72, -88.5154668473968
60687.73, -88.5074039103219
60687.74, -88.5001627747981
60687.75, -88.4937675555185
60687.76, -88.4879734564708
60687.77, -88.4827418718321
60687.78, -88.4780447243658
60687.79, -88.4738527217182
60687.8, -88.4701360075304
60687.81, -88.466867471693
60687.82, -88.4640169414625
60687.83, -88.4615553023645
60687.84, -88.459455043878
60687.85, -88.4576865885464
60687.86, -88.4562205252983
60687.87, -88.4550284118704
60687.88, -88.4540816274817
60687.89, -88.4533499686787
60687.9, -88.4528059839469
60687.91, -88.4524210774957
60687.92, -88.4521650801327
60687.93, -88.4520106088362
60687.94, -88.4519270436129
60687.95, -88.4518865502679
60687.96, -88.4518603365986
60687.97, -88.4518194247378
60687.98, -88.4517336147577
60687.99, -88.4515756951347
60688.0, -88.4513163289922
60688.01, -88.4509262971899
60688.02, -88.4503769407899
60688.03, -88.4496403553981
60688.04, -88.4486858996784
60688.05, -88.4476824771309
60688.06, -88.4469318658249
60688.07, -88.4464132345014
60688.08, -88.4461005940563
60688.09, -88.4459733890877
60688.1, -88.4460087340409
60688.11, -88.4461842866751
60688.12, -88.4464760315727
60688.13, -88.446861726809
60688.14, -88.447317214145
