% Measurement ID: 1725
% Mode ID: S
% Date and time: 2020-07-15 08:39:28
% Sample ID: SPT10-21
% Measurement type: spectrum
% Frequency [Hz]: 1420871.4376678637
% Quality factor: 63972.62517502103
% Temperature [K]: 293.0
% Pressure [mBar]: 6.24e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1420807.0, -130.0575
1420807.0, -131.436
1420807.0, -131.7959
1420807.0, -131.1371
1420808.0, -130.75
1420808.0, -130.2043
1420808.0, -129.645
1420808.0, -129.0238
1420808.0, -128.8231
1420808.0, -128.882
1420808.0, -129.4639
1420808.0, -129.7813
1420809.0, -129.8344
1420809.0, -129.8753
1420809.0, -129.82
1420809.0, -129.6122
1420809.0, -129.2706
1420809.0, -129.0076
1420809.0, -128.7524
1420810.0, -128.5516
1420810.0, -128.3897
1420810.0, -127.7003
1420810.0, -127.3224
1420810.0, -127.256
1420810.0, -127.3473
1420810.0, -127.6475
1420810.0, -127.6786
1420811.0, -127.6
1420811.0, -127.6152
1420811.0, -127.6564
1420811.0, -127.5821
1420811.0, -127.4395
1420811.0, -127.5368
1420811.0, -127.3843
1420812.0, -126.9822
1420812.0, -126.9648
1420812.0, -127.1207
1420812.0, -127.0146
1420812.0, -126.7917
1420812.0, -126.7935
1420812.0, -126.9063
1420812.0, -127.0037
1420813.0, -127.1277
1420813.0, -127.3686
1420813.0, -127.2684
1420813.0, -126.8272
1420813.0, -126.8996
1420813.0, -127.2008
1420813.0, -127.1322
1420814.0, -126.8932
1420814.0, -126.8141
1420814.0, -126.7847
1420814.0, -126.5947
1420814.0, -126.3142
1420814.0, -126.5503
1420814.0, -126.5878
1420814.0, -126.4265
1420815.0, -126.5191
1420815.0, -126.7148
1420815.0, -126.9396
1420815.0, -127.2181
1420815.0, -126.9133
1420815.0, -126.2377
1420815.0, -126.2318
1420816.0, -126.5488
1420816.0, -127.8641
1420816.0, -128.5533
1420816.0, -128.6163
1420816.0, -128.7924
1420816.0, -128.8352
1420816.0, -128.8925
1420816.0, -128.9151
1420817.0, -128.7216
1420817.0, -128.3726
1420817.0, -127.8775
1420817.0, -127.233
1420817.0, -126.7094
1420817.0, -126.5303
1420817.0, -126.6955
1420818.0, -126.6082
1420818.0, -126.4674
1420818.0, -126.3137
1420818.0, -126.1334
1420818.0, -126.0681
1420818.0, -126.0705
1420818.0, -126.2177
1420818.0, -126.484
1420819.0, -126.8431
1420819.0, -127.3698
1420819.0, -128.064
1420819.0, -128.0422
1420819.0, -127.599
1420819.0, -127.4038
1420819.0, -127.2334
1420820.0, -127.1862
1420820.0, -127.2295
1420820.0, -127.1649
1420820.0, -127.0585
1420820.0, -127.2563
1420820.0, -127.3582
1420820.0, -127.3644
1420820.0, -127.2766
1420821.0, -127.0943
1420821.0, -127.1497
1420821.0, -127.332
1420821.0, -127.3688
1420821.0, -127.3508
1420821.0, -127.2155
1420821.0, -126.9838
1420822.0, -126.2324
1420822.0, -126.0059
1420822.0, -126.3044
1420822.0, -126.6855
1420822.0, -127.2968
1420822.0, -127.6513
1420822.0, -127.9114
1420822.0, -127.8385
1420823.0, -127.5121
1420823.0, -127.0745
1420823.0, -126.4783
1420823.0, -125.6415
1420823.0, -125.3609
1420823.0, -125.6366
1420823.0, -125.644
1420824.0, -125.658
1420824.0, -125.8312
1420824.0, -126.1126
1420824.0, -126.342
1420824.0, -126.5726
1420824.0, -126.3951
1420824.0, -125.9458
1420824.0, -125.6094
1420825.0, -125.4711
1420825.0, -125.5309
1420825.0, -125.6727
1420825.0, -125.9352
1420825.0, -126.0889
1420825.0, -126.2102
1420825.0, -126.3128
1420826.0, -126.3919
1420826.0, -126.0223
1420826.0, -125.5747
1420826.0, -125.0493
1420826.0, -124.9255
1420826.0, -125.0436
1420826.0, -125.0616
1420826.0, -125.0934
1420827.0, -124.8674
1420827.0, -124.474
1420827.0, -124.3411
1420827.0, -124.3259
1420827.0, -124.3553
1420827.0, -124.5441
1420827.0, -124.8924
1420828.0, -125.1948
1420828.0, -125.5196
1420828.0, -125.401
1420828.0, -124.9944
1420828.0, -124.9115
1420828.0, -124.9485
1420828.0, -125.365
1420828.0, -126.0744
1420829.0, -126.075
1420829.0, -125.9774
1420829.0, -125.7817
1420829.0, -125.6814
1420829.0, -125.6121
1420829.0, -125.6367
1420829.0, -125.7343
1420830.0, -125.7971
1420830.0, -125.8611
1420830.0, -125.906
1420830.0, -125.9386
1420830.0, -125.8685
1420830.0, -125.4702
1420830.0, -124.7435
1420830.0, -124.5276
1420831.0, -124.5428
1420831.0, -124.5373
1420831.0, -124.5951
1420831.0, -124.4995
1420831.0, -124.3227
1420831.0, -124.3471
1420831.0, -124.4787
1420832.0, -124.8192
1420832.0, -125.0581
1420832.0, -125.1954
1420832.0, -125.4253
1420832.0, -125.6831
1420832.0, -125.6851
1420832.0, -125.5259
1420832.0, -125.3342
1420833.0, -125.0672
1420833.0, -124.9949
1420833.0, -125.0274
1420833.0, -125.0832
1420833.0, -124.9723
1420833.0, -124.6946
1420833.0, -125.0458
1420834.0, -125.7605
1420834.0, -125.618
1420834.0, -125.0253
1420834.0, -124.4383
1420834.0, -123.7052
1420834.0, -123.2867
1420834.0, -123.0293
1420834.0, -122.6402
1420835.0, -122.6483
1420835.0, -123.0534
1420835.0, -123.3146
1420835.0, -123.6122
1420835.0, -123.83
1420835.0, -124.0067
1420835.0, -124.1249
1420836.0, -124.1906
1420836.0, -124.1774
1420836.0, -124.0943
1420836.0, -124.113
1420836.0, -123.9266
1420836.0, -123.5353
1420836.0, -123.2865
1420836.0, -123.0644
1420837.0, -123.0743
1420837.0, -123.2476
1420837.0, -123.3066
1420837.0, -123.3438
1420837.0, -123.6566
1420837.0, -124.1459
1420837.0, -125.0268
1420838.0, -124.7876
1420838.0, -123.4284
1420838.0, -122.9273
1420838.0, -122.625
1420838.0, -122.3744
1420838.0, -122.2245
1420838.0, -122.1338
1420838.0, -122.1161
1420839.0, -122.1687
1420839.0, -122.2925
1420839.0, -122.8431
1420839.0, -123.2475
1420839.0, -123.5057
1420839.0, -123.5815
1420839.0, -123.487
1420840.0, -123.4498
1420840.0, -123.394
1420840.0, -123.5841
1420840.0, -123.9318
1420840.0, -124.0944
1420840.0, -124.186
1420840.0, -123.8617
1420840.0, -123.6143
1420841.0, -123.444
1420841.0, -123.0035
1420841.0, -122.4084
1420841.0, -122.2731
1420841.0, -122.3927
1420841.0, -122.3395
1420841.0, -122.256
1420842.0, -121.8992
1420842.0, -121.3502
1420842.0, -120.9116
1420842.0, -120.8067
1420842.0, -121.0354
1420842.0, -121.0146
1420842.0, -120.9388
1420842.0, -121.062
1420843.0, -121.2996
1420843.0, -121.7551
1420843.0, -122.3941
1420843.0, -122.1992
1420843.0, -122.284
1420843.0, -122.6483
1420843.0, -122.7508
1420844.0, -122.7718
1420844.0, -122.6759
1420844.0, -122.475
1420844.0, -122.2146
1420844.0, -121.8796
1420844.0, -121.7764
1420844.0, -121.8027
1420844.0, -121.5722
1420845.0, -121.5714
1420845.0, -121.8002
1420845.0, -121.6167
1420845.0, -121.2348
1420845.0, -121.1226
1420845.0, -121.1241
1420845.0, -121.1783
1420846.0, -121.3056
1420846.0, -121.375
1420846.0, -121.4302
1420846.0, -122.0358
1420846.0, -122.2621
1420846.0, -122.1093
1420846.0, -121.7211
1420846.0, -121.0498
1420847.0, -120.8466
1420847.0, -120.8611
1420847.0, -120.8666
1420847.0, -120.9386
1420847.0, -121.0739
1420847.0, -121.2735
1420847.0, -121.5921
1420848.0, -121.5976
1420848.0, -121.2901
1420848.0, -121.0781
1420848.0, -120.8254
1420848.0, -120.8779
1420848.0, -121.1204
1420848.0, -120.8315
1420848.0, -120.2516
1420849.0, -120.1783
1420849.0, -120.3457
1420849.0, -120.368
1420849.0, -120.5006
1420849.0, -120.7437
1420849.0, -121.0248
1420849.0, -121.3681
1420850.0, -121.4547
1420850.0, -121.3908
1420850.0, -121.2275
1420850.0, -120.9479
1420850.0, -120.8446
1420850.0, -120.82
1420850.0, -119.7526
1420850.0, -119.3465
1420851.0, -119.6018
1420851.0, -119.7397
1420851.0, -120.0197
1420851.0, -120.0535
1420851.0, -119.9703
1420851.0, -119.9859
1420851.0, -120.0284
1420852.0, -120.1509
1420852.0, -120.3356
1420852.0, -119.4494
1420852.0, -119.0584
1420852.0, -119.1626
1420852.0, -119.0784
1420852.0, -119.0337
1420852.0, -118.8559
1420853.0, -118.6025
1420853.0, -118.2972
1420853.0, -117.932
1420853.0, -117.7873
1420853.0, -117.7698
1420853.0, -117.2703
1420853.0, -116.8971
1420854.0, -116.65
1420854.0, -116.5916
1420854.0, -116.7008
1420854.0, -116.5349
