% Measurement ID: 3195
% Mode ID: 1
% Date and time: 2020-02-03 10:28:28
% Sample ID: PSE2-56-24
% Measurement type: spectrum
% Frequency [Hz]: 279010.02819764277
% Quality factor: 5686.321378718849
% Temperature [K]: 293.0
% Pressure [mBar]: 4.22e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
278868.0, -92.92609
278868.0, -92.5443
278869.0, -92.26009
278869.0, -92.22133
278870.0, -92.3348
278870.0, -92.40127
278870.0, -92.42075
278871.0, -92.42959
278871.0, -92.69039
278872.0, -92.45827
278872.0, -92.10337
278872.0, -91.98368
278873.0, -92.09919
278873.0, -92.41967
278874.0, -92.82029
278874.0, -93.05374
278874.0, -93.34309
278875.0, -93.68835
278875.0, -94.21499
278876.0, -94.21507
278876.0, -94.53238
278876.0, -94.79535
278877.0, -94.8084
278877.0, -94.57152
278878.0, -94.05905
278878.0, -93.61162
278878.0, -93.75996
278879.0, -93.93096
278879.0, -94.12462
278880.0, -94.52749
278880.0, -94.65491
278880.0, -94.34435
278881.0, -94.58895
278881.0, -94.55374
278882.0, -94.23871
278882.0, -94.43922
278882.0, -94.48975
278883.0, -94.38078
278883.0, -94.31792
278884.0, -94.30118
278884.0, -94.30815
278884.0, -94.08602
278885.0, -93.83855
278885.0, -93.92652
278886.0, -94.04347
278886.0, -94.18942
278886.0, -93.72966
278887.0, -93.40065
278887.0, -92.60289
278888.0, -92.23105
278888.0, -92.28512
278888.0, -91.92805
278889.0, -91.7749
278889.0, -92.02943
278890.0, -92.23939
278890.0, -92.30207
278890.0, -92.21746
278891.0, -91.8497
278891.0, -91.40474
278892.0, -91.16603
278892.0, -91.11988
278892.0, -91.26632
278893.0, -91.63726
278893.0, -91.95906
278894.0, -92.34705
278894.0, -92.61196
278894.0, -92.68608
278895.0, -92.56941
278895.0, -92.48415
278896.0, -92.3579
278896.0, -92.31046
278896.0, -92.28672
278897.0, -92.28667
278897.0, -91.88961
278898.0, -91.60641
278898.0, -91.63966
278898.0, -92.05175
278899.0, -92.41959
278899.0, -92.74317
278900.0, -93.07862
278900.0, -92.84796
278900.0, -92.50144
278901.0, -92.36167
278901.0, -92.42866
278902.0, -92.46609
278902.0, -92.18041
278902.0, -92.07431
278903.0, -91.95634
278903.0, -91.88948
278904.0, -91.87372
278904.0, -91.696
278904.0, -91.48294
278905.0, -91.29089
278905.0, -91.33545
278906.0, -91.36684
278906.0, -91.38505
278906.0, -91.27414
278907.0, -91.55983
278907.0, -91.52387
278908.0, -91.55024
278908.0, -91.63896
278908.0, -91.87737
278909.0, -92.02974
278909.0, -92.22862
278910.0, -91.85396
278910.0, -91.53278
278910.0, -91.26508
278911.0, -90.77098
278911.0, -90.80881
278912.0, -90.66193
278912.0, -90.6192
278912.0, -90.68061
278913.0, -90.79392
278913.0, -90.71278
278914.0, -90.6679
278914.0, -91.01776
278914.0, -91.15665
278915.0, -91.08457
278915.0, -90.59512
278916.0, -90.43694
278916.0, -90.59884
278916.0, -90.72311
278917.0, -90.80974
278917.0, -90.65054
278918.0, -90.73215
278918.0, -90.62411
278918.0, -89.91897
278919.0, -89.51349
278919.0, -89.40767
278920.0, -89.12881
278920.0, -89.2839
278920.0, -89.17113
278921.0, -89.01896
278921.0, -88.82739
278922.0, -88.1858
278922.0, -88.01336
278922.0, -88.33043
278923.0, -88.35074
278923.0, -88.54458
278924.0, -88.91195
278924.0, -89.62197
278924.0, -90.01632
278925.0, -89.55757
278925.0, -89.41142
278926.0, -89.57787
278926.0, -89.84891
278926.0, -90.16807
278927.0, -90.35866
278927.0, -90.00268
278928.0, -89.79791
278928.0, -89.74435
278928.0, -89.78349
278929.0, -89.25537
278929.0, -89.26483
278930.0, -89.2223
278930.0, -89.1278
278930.0, -89.32412
278931.0, -89.35419
278931.0, -89.65832
278932.0, -89.81147
278932.0, -89.81235
278932.0, -89.66096
278933.0, -89.41798
