% Measurement ID: 3133
% Mode ID: 1
% Date and time: 2020-01-24 13:29:18
% Sample ID: PSE2-23-33
% Measurement type: spectrum
% Frequency [Hz]: 180301.92172381043
% Quality factor: 4965.635434961606
% Temperature [K]: 293.0
% Pressure [mBar]: 2.38e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
180240.63, -100.391463216146
180240.64, -100.432194773356
180240.65, -100.473779042562
180240.66, -100.516017659505
180240.67, -100.558711751302
180240.68, -100.601666768392
180240.69, -100.644682312012
180240.7, -100.687562052409
180240.71, -100.730106862386
180240.72, -100.77212117513
180240.73, -100.813405863444
180240.74, -100.853764088949
180240.75, -100.89299697876
180240.76, -100.930907948812
180240.77, -100.967299397786
180240.78, -101.001972707113
180240.79, -101.034731801351
180240.8, -101.065376790365
180240.81, -101.093711853027
180240.82, -101.119538879395
180240.83, -101.142659505208
180240.84, -101.16287689209
180240.85, -101.179993184408
180240.86, -101.19381052653
180240.87, -101.204170021623
180240.88, -101.211462330623
180240.89, -101.215898983675
180240.9, -101.217635366113
180240.91, -101.216824065828
180240.92, -101.213621485409
180240.93, -101.208182755878
180240.94, -101.200660210811
180240.95, -101.191211270049
180240.96, -101.179988521484
180240.97, -101.167148113389
180240.98, -101.152844159535
180240.99, -101.137232553882
180241.0, -101.120465884322
180241.01, -101.102700807755
180241.02, -101.084091692265
180241.03, -101.064792397307
180241.04, -101.044958562531
180241.05, -101.024744810331
180241.06, -101.004304491538
180241.07, -100.983794517366
180241.08, -100.963368238645
180241.09, -100.943180786398
180241.1, -100.923387291647
180241.11, -100.904141359533
180241.12, -100.885598375394
180241.13, -100.867913978878
180241.14, -100.85124202944
180241.15, -100.835737149477
180241.16, -100.821553198445
180241.17, -100.808568781114
180241.18, -100.794827854987
180241.19, -100.78004924704
180241.2, -100.764351212889
180241.21, -100.747854042654
180241.22, -100.730677009203
180241.23, -100.712937859525
180241.24, -100.694758155306
180241.25, -100.676255897848
180241.26, -100.657551631585
180241.27, -100.638763357818
180241.28, -100.620012383922
180241.29, -100.601414931005
180241.3, -100.583092560754
180241.31, -100.565163528785
180241.32, -100.54774914247
180241.33, -100.530967148798
180241.34, -100.514936820638
180241.35, -100.499777685169
180241.36, -100.485609015261
180241.37, -100.472549829467
180241.38, -100.460721180848
180241.39, -100.450240307766
180241.4, -100.441227500342
180241.41, -100.433803557321
180241.42, -100.428084191189
180241.43, -100.424192235198
180241.44, -100.422245436335
180241.45, -100.422362050216
180241.46, -100.424664910093
180241.47, -100.429374694824
180241.48, -100.436819712321
180241.49, -100.446797434489
180241.5, -100.459151713053
180241.51, -100.473730214437
180241.52, -100.490377044678
180241.53, -100.50893758138
180241.54, -100.529257202148
180241.55, -100.551180521647
180241.56, -100.574554189046
180241.57, -100.599224090576
180241.58, -100.625034840902
180241.59, -100.651831563314
180241.6, -100.679459381104
180241.61, -100.70776570638
180241.62, -100.736593119303
180241.63, -100.765790049235
180241.64, -100.795200093587
180241.65, -100.824668629964
180241.66, -100.854040781657
180241.67, -100.883163197835
180241.68, -100.91188100179
180241.69, -100.940039825439
180241.7, -100.967483266195
180241.71, -100.994058990479
180241.72, -101.019611104329
180241.73, -101.043986002604
180241.74, -101.067028045654
180241.75, -101.088582865397
180241.76, -101.10849609375
180241.77, -101.126652781169
180241.78, -101.1439453125
180241.79, -101.160813395182
180241.8, -101.177264912923
180241.81, -101.19330774943
180241.82, -101.20894724528
180241.83, -101.224191029867
180241.84, -101.239046478271
180241.85, -101.253519439697
180241.86, -101.267618560791
180241.87, -101.281348927816
180241.88, -101.294720204671
180241.89, -101.307735697428
180241.9, -101.3204053243
180241.91, -101.332733662923
180241.92, -101.344730122884
180241.93, -101.356400044759
180241.94, -101.367751820882
180241.95, -101.37879002889
180241.96, -101.389522806803
180241.97, -101.399957021077
180241.98, -101.410101064046
180241.99, -101.419960784912
180242.0, -101.429542541504
180242.01, -101.43885345459
180242.02, -101.447900390625
180242.03, -101.456690979004
180242.04, -101.465233866374
180242.05, -101.473532358805
180242.06, -101.481595357259
180242.07, -101.489429473877
180242.08, -101.497193654378
180242.09, -101.504980723063
180242.1, -101.512753804525
180242.11, -101.520480092367
180242.12, -101.528123728434
180242.13, -101.53564860026
180242.14, -101.543021901449
180242.15, -101.550206756592
180242.16, -101.557169087728
180242.17, -101.563873799642
180242.18, -101.57028503418
180242.19, -101.576368967692
180242.2, -101.582089996338
180242.21, -101.587412516276
180242.22, -101.592302449544
180242.23, -101.59672571818
180242.24, -101.600644683838
180242.25, -101.604026285807
180242.26, -101.606834411621
180242.27, -101.609035746257
180242.28, -101.610594177246
180242.29, -101.611474355062
180242.3, -101.611641438802
180242.31, -101.611061604818
180242.32, -101.609697214762
180242.33, -101.607514953613
180242.34, -101.604481252035
180242.35, -101.600558217367
180242.36, -101.5957127889
180242.37, -101.589909871419
180242.38, -101.583257802327
180242.39, -101.575946553548
180242.4, -101.567977396647
180242.41, -101.55935236613
180242.42, -101.550074005127
180242.43, -101.540142822266
180242.44, -101.529562123617
180242.45, -101.518329874674
180242.46, -101.506451924642
180242.47, -101.49392674764
180242.48, -101.480758158366
180242.49, -101.466946411133
180242.5, -101.452493794759
180242.51, -101.43740234375
180242.52, -101.421671803792
180242.53, -101.405304972331
180242.54, -101.388305155436
180242.55, -101.370670318604
180242.56, -101.352405293783
180242.57, -101.333510335286
180242.58, -101.313986968994
180242.59, -101.293837229411
180242.6, -101.273063151042
180242.61, -101.251665242513
180242.62, -101.229645284017
180242.63, -101.207006072998
180242.64, -101.18374786377
180242.65, -101.159873708089
180242.66, -101.135383605957
180242.67, -101.110279591878
180242.68, -101.084256203156
180242.69, -101.056705743044
180242.7, -101.027702677059
180242.71, -100.997347967522
180242.72, -100.965740033624
180242.73, -100.93297958337
180242.74, -100.899164781638
180242.75, -100.86439659075
180242.76, -100.828774955772
180242.77, -100.792397024329
180242.78, -100.755365284621
180242.79, -100.717776629958
180242.8, -100.679732785601
