% Measurement ID: 1618
% Mode ID: S
% Date and time: 2020-07-14 09:25:52
% Sample ID: SPT08-53-11
% Measurement type: spectrum
% Frequency [Hz]: 1421685.304446224
% Quality factor: 125483.71274698892
% Temperature [K]: 293.0
% Pressure [mBar]: 1.18e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1421628.0, -133.1304
1421628.0, -133.7466
1421628.0, -133.9922
1421628.0, -133.867
1421629.0, -133.508
1421629.0, -132.8697
1421629.0, -132.6828
1421629.0, -132.7038
1421629.0, -132.6917
1421629.0, -132.7269
1421629.0, -133.513
1421629.0, -133.816
1421630.0, -133.6361
1421630.0, -133.8335
1421630.0, -134.1213
1421630.0, -134.1507
1421630.0, -134.038
1421630.0, -133.9731
1421630.0, -133.8928
1421631.0, -133.9464
1421631.0, -134.084
1421631.0, -133.8287
1421631.0, -133.6019
1421631.0, -133.4038
1421631.0, -133.2831
1421631.0, -133.2236
1421631.0, -133.1121
1421632.0, -132.9862
1421632.0, -132.7687
1421632.0, -132.4852
1421632.0, -132.5027
1421632.0, -132.6988
1421632.0, -133.7702
1421632.0, -133.9363
1421633.0, -133.1972
1421633.0, -132.926
1421633.0, -132.6651
1421633.0, -132.6093
1421633.0, -132.6937
1421633.0, -132.4693
1421633.0, -132.0858
1421633.0, -132.0722
1421634.0, -132.2522
1421634.0, -132.7665
1421634.0, -132.9525
1421634.0, -132.8101
1421634.0, -132.7778
1421634.0, -132.7095
1421634.0, -133.0811
1421635.0, -133.7339
1421635.0, -133.6319
1421635.0, -133.1203
1421635.0, -133.1234
1421635.0, -133.333
1421635.0, -133.2627
1421635.0, -133.1517
1421635.0, -133.0
1421636.0, -132.8257
1421636.0, -132.6228
1421636.0, -132.478
1421636.0, -132.3622
1421636.0, -132.3841
1421636.0, -132.5076
1421636.0, -132.5027
1421637.0, -132.4462
1421637.0, -132.3325
1421637.0, -132.1526
1421637.0, -131.9065
1421637.0, -131.6602
1421637.0, -131.3918
1421637.0, -131.3229
1421637.0, -131.3797
1421638.0, -131.499
1421638.0, -131.702
1421638.0, -131.8363
1421638.0, -131.9526
1421638.0, -132.4662
1421638.0, -132.3412
1421638.0, -131.5776
1421639.0, -131.4992
1421639.0, -131.6647
1421639.0, -131.657
1421639.0, -131.6151
1421639.0, -131.7514
1421639.0, -131.9951
1421639.0, -132.3101
1421639.0, -132.7083
1421640.0, -132.4602
1421640.0, -132.4116
1421640.0, -132.5624
1421640.0, -132.4494
1421640.0, -132.2269
1421640.0, -132.1884
1421640.0, -132.236
1421641.0, -132.2479
1421641.0, -132.2647
1421641.0, -132.3896
1421641.0, -132.5883
1421641.0, -131.773
1421641.0, -131.4119
1421641.0, -131.5048
1421641.0, -131.5163
1421642.0, -131.6249
1421642.0, -131.7326
1421642.0, -131.872
1421642.0, -131.8605
1421642.0, -131.7588
1421642.0, -131.7958
1421642.0, -131.8952
1421643.0, -132.498
1421643.0, -132.5469
1421643.0, -132.0418
1421643.0, -132.1247
1421643.0, -132.415
1421643.0, -132.3354
1421643.0, -132.0784
1421643.0, -132.0435
1421644.0, -132.0974
1421644.0, -132.042
1421644.0, -131.9434
1421644.0, -131.6754
1421644.0, -131.5716
1421644.0, -131.6319
1421644.0, -131.6698
1421645.0, -131.7473
1421645.0, -131.8652
1421645.0, -132.0232
1421645.0, -132.0821
1421645.0, -132.0883
1421645.0, -132.3592
1421645.0, -132.789
1421645.0, -133.3158
1421646.0, -133.4406
1421646.0, -133.1633
1421646.0, -133.0217
1421646.0, -132.8366
1421646.0, -132.3851
1421646.0, -131.7416
1421646.0, -131.5155
1421647.0, -131.5036
1421647.0, -131.4322
1421647.0, -131.4822
1421647.0, -131.6536
1421647.0, -131.6567
1421647.0, -131.5881
1421647.0, -131.4645
1421647.0, -131.2803
1421648.0, -130.9779
1421648.0, -130.5765
1421648.0, -130.3879
1421648.0, -130.3082
1421648.0, -130.7354
1421648.0, -131.0607
1421648.0, -131.2842
1421649.0, -131.2446
1421649.0, -130.9955
1421649.0, -130.9346
1421649.0, -130.9292
1421649.0, -131.1584
1421649.0, -131.5627
1421649.0, -131.7227
1421649.0, -131.7783
1421650.0, -131.2506
1421650.0, -131.002
1421650.0, -131.0325
1421650.0, -130.9859
1421650.0, -130.981
1421650.0, -131.1018
1421650.0, -131.3204
1421651.0, -131.5086
1421651.0, -131.7091
1421651.0, -131.8438
1421651.0, -131.9386
1421651.0, -131.4354
1421651.0, -131.0828
1421651.0, -130.8807
1421651.0, -130.6984
1421652.0, -130.5795
1421652.0, -130.4796
1421652.0, -130.4135
1421652.0, -130.6172
1421652.0, -131.0121
1421652.0, -130.9881
