% Measurement ID: 505
% Mode ID: 1
% Date and time: 2020-09-25 15:18:42
% Sample ID: RAD10-64
% Measurement type: ringdown
% Frequency [Hz]: 40782.0
% Quality factor: 1848588.2979727832
% Temperature [K]: 293.0
% Pressure [mBar]: 4.88e-07
% Notes: 
% 
%
% measurement data
% time [s], power [dBm]
0.0, -8.902563
0.0801068090787717, -7.076391
0.1602136181575434, -5.655492
0.24032042723631508, -4.571508
0.3204272363150868, -3.702367
0.4005340453938585, -3.028539
0.48064085447263016, -2.49143
0.5607476635514019, -2.105688
0.6408544726301736, -1.802953
0.7209612817089452, -1.597875
0.801068090787717, -1.500219
0.8811748998664887, -1.431859
0.9612817089452603, -1.392797
1.041388518024032, -1.402563
1.1214953271028039, -1.456273
1.2016021361815754, -1.534398
1.2817089452603472, -1.71018
1.361815754339119, -1.900609
1.4419225634178905, 1.229273
1.5220293724966623, 1.224391
1.602136181575434, 1.199977
1.6822429906542056, 1.160914
1.7623497997329773, 1.126734
1.842456608811749, 1.082789
1.9225634178905207, 1.053492
2.0026702269692924, 1.004664
2.082777036048064, 0.9558359
2.162883845126836, 0.9118906
2.2429906542056077, 0.8679453
2.323097463284379, 0.824
2.403204272363151, 0.7751719
2.4833110814419226, 0.7263437
2.5634178905206944, 0.6726328
2.643524699599466, 0.6384531
2.723631508678238, 0.5798594
2.8037383177570097, 0.5505625
2.883845126835781, 0.4968516
2.9639519359145527, 0.4382578
3.0440587449933245, 0.3943125
3.1241655540720963, 0.3454844
3.204272363150868, 0.3064219
3.28437917222964, 0.2624766
3.364485981308411, 0.2185312
3.444592790387183, 0.1697031
3.5246995994659547, 0.120875
3.6048064085447264, 0.07204687
3.684913217623498, 0.03298437
3.76502002670227, -0.01584375
3.8451268357810413, -0.05490625
3.925233644859813, -0.1037344
4.005340453938585, -0.1427969
4.085447263017357, -0.2111563
4.165554072096128, -0.2502188
4.2456608811749, -0.2990469
4.325767690253672, -0.3625234
4.405874499332444, -0.3820547
4.4859813084112155, -0.4552969
4.566088117489987, -0.4943594
4.646194926568758, -0.5431875
4.72630173564753, -0.58225
4.806408544726302, -0.6310781
4.886515353805073, -0.6799063
4.966622162883845, -0.7336172
5.046728971962617, -0.7824453
5.126835781041389, -0.8361563
5.2069425901201605, -0.8752188
5.287049399198932, -0.9240469
5.367156208277704, -0.972875
5.447263017356476, -1.01682
5.5273698264352475, -1.060766
5.607476635514019, -1.104711
5.68758344459279, -1.163305
5.767690253671562, -1.212133
5.847797062750334, -1.256078
5.9279038718291055, -1.314672
6.008010680907877, -1.353734
6.088117489986649, -1.407445
6.168224299065421, -1.451391
6.248331108144193, -1.509984
6.328437917222964, -1.549047
6.408544726301736, -1.607641
6.488651535380508, -1.646703
6.56875834445928, -1.695531
6.648865153538051, -1.749242
6.728971962616822, -1.788305
6.809078771695594, -1.842016
6.889185580774366, -1.881078
6.969292389853138, -1.929906
7.049399198931909, -1.993383
7.129506008010681, -2.02268
7.209612817089453, -2.071508
7.289719626168225, -2.115453
7.369826435246996, -2.17893
7.449933244325768, -2.217992
7.53004005340454, -2.261938
7.610146862483312, -2.301
7.690253671562083, -2.359594
