% Measurement ID: 1608
% Mode ID: S
% Date and time: 2020-07-15 09:04:42
% Sample ID: SPT10-36
% Measurement type: spectrum
% Frequency [Hz]: 1431215.420551156
% Quality factor: 86347.53837097519
% Temperature [K]: 293.0
% Pressure [mBar]: 6.1e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1431159.0, -128.67
1431159.0, -128.3742
1431159.0, -128.297
1431159.0, -128.4384
1431160.0, -128.5441
1431160.0, -128.6989
1431160.0, -128.8685
1431160.0, -129.0643
1431160.0, -129.1894
1431160.0, -129.2762
1431160.0, -129.7642
1431160.0, -130.1825
1431161.0, -130.5311
1431161.0, -130.9462
1431161.0, -131.3824
1431161.0, -131.3129
1431161.0, -130.9134
1431161.0, -131.0356
1431161.0, -131.3956
1431162.0, -131.3745
1431162.0, -131.1786
1431162.0, -131.1889
1431162.0, -131.0233
1431162.0, -130.6816
1431162.0, -130.4533
1431162.0, -130.2418
1431162.0, -130.2824
1431163.0, -130.4966
1431163.0, -130.6583
1431163.0, -130.8428
1431163.0, -131.087
1431163.0, -131.3788
1431163.0, -130.9219
1431163.0, -130.854
1431164.0, -131.175
1431164.0, -131.2955
1431164.0, -131.4118
1431164.0, -131.3505
1431164.0, -131.1692
1431164.0, -131.2287
1431164.0, -131.4087
1431164.0, -131.3965
1431165.0, -131.2965
1431165.0, -131.6746
1431165.0, -131.6442
1431165.0, -131.2053
1431165.0, -131.0301
1431165.0, -130.8945
1431165.0, -131.1461
1431166.0, -131.6691
1431166.0, -131.4191
1431166.0, -130.7442
1431166.0, -130.5109
1431166.0, -130.4305
1431166.0, -130.1197
1431166.0, -129.7774
1431166.0, -129.4034
1431167.0, -129.471
1431167.0, -129.8225
1431167.0, -129.8244
1431167.0, -129.6877
1431167.0, -129.6613
1431167.0, -129.6622
1431167.0, -129.5742
1431168.0, -129.4361
1431168.0, -129.804
1431168.0, -130.2361
1431168.0, -130.7322
1431168.0, -130.8193
1431168.0, -130.6551
1431168.0, -130.2401
1431168.0, -129.5743
1431169.0, -129.2596
1431169.0, -129.0954
1431169.0, -129.0611
1431169.0, -129.1637
1431169.0, -128.7196
1431169.0, -128.8946
1431169.0, -129.6886
1431170.0, -130.0212
1431170.0, -130.2525
1431170.0, -130.1873
1431170.0, -129.8906
1431170.0, -130.0156
1431170.0, -130.3444
1431170.0, -130.3928
1431170.0, -130.322
1431171.0, -130.1612
1431171.0, -129.9889
1431171.0, -129.8052
1431171.0, -130.0748
1431171.0, -130.6427
1431171.0, -130.9873
1431171.0, -131.2826
1431172.0, -131.6137
1431172.0, -131.9523
1431172.0, -131.7505
1431172.0, -131.1908
1431172.0, -130.9214
1431172.0, -130.5617
1431172.0, -130.1117
1431172.0, -130.1675
1431173.0, -130.5303
1431173.0, -130.6735
1431173.0, -130.7725
1431173.0, -130.8573
1431173.0, -130.9179
1431173.0, -130.9193
1431173.0, -130.8731
1431174.0, -130.4369
1431174.0, -130.1137
1431174.0, -129.9037
1431174.0, -129.8124
1431174.0, -129.8379
1431174.0, -130.0727
1431174.0, -130.4858
1431174.0, -130.3471
1431175.0, -129.9
1431175.0, -129.4317
1431175.0, -128.8466
1431175.0, -128.3092
1431175.0, -128.0863
1431175.0, -128.1779
1431175.0, -128.1318
1431176.0, -128.0987
1431176.0, -128.1632
1431176.0, -128.2971
1431176.0, -128.3145
1431176.0, -128.2774
1431176.0, -128.2876
1431176.0, -128.3113
1431176.0, -128.2865
1431177.0, -128.4565
1431177.0, -128.8212
1431177.0, -128.8928
1431177.0, -128.8338
1431177.0, -129.0412
1431177.0, -129.3826
1431177.0, -129.8552
1431178.0, -130.4598
1431178.0, -130.4641
1431178.0, -130.2731
1431178.0, -129.8867
1431178.0, -129.9907
1431178.0, -130.3565
1431178.0, -130.8214
1431178.0, -131.4395
1431179.0, -131.475
1431179.0, -131.173
1431179.0, -130.6143
1431179.0, -129.772
1431179.0, -129.4328
1431179.0, -129.2145
1431179.0, -129.1171
1431180.0, -129.0417
1431180.0, -129.0212
1431180.0, -129.2141
1431180.0, -129.5675
1431180.0, -129.44
1431180.0, -129.0456
1431180.0, -128.8463
1431180.0, -128.6883
1431181.0, -128.9781
1431181.0, -129.3917
1431181.0, -129.9292
1431181.0, -130.0973
1431181.0, -130.0604
1431181.0, -130.5046
1431181.0, -131.2011
1431182.0, -131.4945
1431182.0, -131.6031
1431182.0, -131.6316
1431182.0, -131.545
1431182.0, -130.2841
1431182.0, -129.7072
1431182.0, -129.8143
1431182.0, -129.6061
1431183.0, -129.4158
1431183.0, -129.0686
1431183.0, -128.6227
1431183.0, -128.3597
1431183.0, -128.1857
1431183.0, -127.9678
1431183.0, -127.7504
1431184.0, -127.9737
1431184.0, -128.2986
1431184.0, -128.7253
1431184.0, -128.7559
1431184.0, -128.5562
1431184.0, -128.5863
1431184.0, -128.6928
1431184.0, -128.9366
1431185.0, -129.2973
1431185.0, -129.3744
1431185.0, -129.3015
1431185.0, -130.2194
1431185.0, -130.3245
1431185.0, -129.6168
1431185.0, -129.1988
1431186.0, -128.7029
1431186.0, -128.6583
1431186.0, -128.8885
1431186.0, -128.6437
1431186.0, -128.1739
1431186.0, -127.8595
1431186.0, -127.5736
1431186.0, -127.248
1431187.0, -127.3057
1431187.0, -127.7467
1431187.0, -127.7227
1431187.0, -127.5164
1431187.0, -127.4251
1431187.0, -127.3496
1431187.0, -127.2669
1431188.0, -127.1846
1431188.0, -127.2431
1431188.0, -127.3957
1431188.0, -127.4499
1431188.0, -127.6316
1431188.0, -127.9409
1431188.0, -127.9877
1431188.0, -127.9019
1431189.0, -127.9387
1431189.0, -128.013
1431189.0, -127.9008
1431189.0, -127.6768
1431189.0, -127.4362
1431189.0, -127.1472
1431189.0, -127.2434
1431190.0, -127.2265
1431190.0, -127.0964
1431190.0, -126.9501
1431190.0, -126.7551
1431190.0, -126.7886
1431190.0, -126.9582
1431190.0, -127.1963
1431190.0, -127.5255
1431191.0, -127.5974
1431191.0, -127.5281
1431191.0, -127.9396
1431191.0, -127.7852
1431191.0, -127.0648
1431191.0, -127.0487
1431191.0, -127.3134
1431192.0, -127.4433
1431192.0, -127.5768
1431192.0, -127.5005
1431192.0, -127.2855
1431192.0, -127.0002
1431192.0, -126.6217
1431192.0, -125.5573
1431192.0, -125.1819
1431193.0, -125.4955
1431193.0, -125.4163
1431193.0, -125.3048
1431193.0, -125.0585
1431193.0, -124.7117
1431193.0, -124.667
1431193.0, -124.7903
1431194.0, -124.9864
1431194.0, -125.2869
1431194.0, -125.7027
1431194.0, -125.8403
1431194.0, -125.6996
1431194.0, -125.6247
1431194.0, -125.5007
1431194.0, -125.4439
1431195.0, -125.4153
1431195.0, -125.5014
1431195.0, -125.6732
1431195.0, -125.6551
1431195.0, -125.6182
1431195.0, -125.5623
1431195.0, -125.5606
1431196.0, -125.5886
1431196.0, -125.9531
1431196.0, -126.5519
1431196.0, -126.633
1431196.0, -126.4472
1431196.0, -126.058
1431196.0, -125.4443
1431196.0, -125.1214
1431197.0, -125.0893
1431197.0, -125.348
1431197.0, -125.2913
1431197.0, -125.1213
1431197.0, -125.1136
1431197.0, -125.1764
1431197.0, -124.855
1431198.0, -124.3012
1431198.0, -124.0282
1431198.0, -123.8651
1431198.0, -123.6939
1431198.0, -123.8637
1431198.0, -124.3746
1431198.0, -124.5361
1431198.0, -124.5785
1431199.0, -124.598
1431199.0, -124.5625
1431199.0, -124.7819
1431199.0, -125.1529
1431199.0, -125.1001
1431199.0, -124.8153
1431199.0, -125.0604
1431200.0, -125.1107
1431200.0, -124.9664
