% Measurement ID: 1655
% Mode ID: S
% Date and time: 2020-07-15 08:52:20
% Sample ID: SPT10-31-12
% Measurement type: spectrum
% Frequency [Hz]: 1423561.728550058
% Quality factor: 35429.58900063086
% Temperature [K]: 293.0
% Pressure [mBar]: 6.24e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1423496.0, -129.0683
1423496.0, -129.4024
1423496.0, -129.7864
1423496.0, -130.2205
1423497.0, -130.9816
1423497.0, -131.9774
1423497.0, -132.2709
1423497.0, -132.1744
1423497.0, -131.9424
1423497.0, -131.4902
1423497.0, -131.7209
1423497.0, -131.9729
1423498.0, -132.2459
1423498.0, -132.6668
1423498.0, -133.1932
1423498.0, -133.1317
1423498.0, -132.7135
1423498.0, -132.4502
1423498.0, -132.1712
1423499.0, -132.0546
1423499.0, -132.041
1423499.0, -131.9039
1423499.0, -131.9838
1423499.0, -132.2808
1423499.0, -132.3353
1423499.0, -132.3005
1423499.0, -132.3719
1423500.0, -132.4844
1423500.0, -132.3758
1423500.0, -132.1336
1423500.0, -131.9369
1423500.0, -131.726
1423500.0, -130.4791
1423500.0, -130.0655
1423501.0, -130.4853
1423501.0, -130.5317
1423501.0, -130.6071
1423501.0, -130.3261
1423501.0, -129.8172
1423501.0, -129.5201
1423501.0, -129.2882
1423501.0, -129.2923
1423502.0, -129.4754
1423502.0, -129.4393
1423502.0, -129.6318
1423502.0, -130.0529
1423502.0, -130.0984
1423502.0, -129.9697
1423502.0, -129.754
1423503.0, -129.4222
1423503.0, -129.1385
1423503.0, -128.8482
1423503.0, -128.5726
1423503.0, -128.3044
1423503.0, -128.3342
1423503.0, -128.4906
1423503.0, -128.7735
1423504.0, -128.9492
1423504.0, -129.0956
1423504.0, -129.0687
1423504.0, -128.9165
1423504.0, -128.5381
1423504.0, -127.9672
1423504.0, -127.835
1423505.0, -127.9311
1423505.0, -128.6869
1423505.0, -129.3064
1423505.0, -129.7895
1423505.0, -130.1569
1423505.0, -130.4018
1423505.0, -130.3719
1423505.0, -130.118
1423506.0, -129.9928
1423506.0, -129.8787
1423506.0, -129.6875
1423506.0, -129.4486
1423506.0, -129.4897
1423506.0, -129.5598
1423506.0, -129.6588
1423507.0, -129.6959
1423507.0, -129.7013
1423507.0, -129.9209
1423507.0, -130.2727
1423507.0, -130.6071
1423507.0, -130.9739
1423507.0, -130.5947
1423507.0, -129.7289
1423508.0, -129.6084
1423508.0, -129.8047
1423508.0, -130.3177
1423508.0, -130.5745
1423508.0, -130.7659
1423508.0, -130.6695
1423508.0, -130.3595
1423509.0, -130.3647
1423509.0, -130.5088
1423509.0, -130.5956
1423509.0, -130.6905
1423509.0, -129.9345
1423509.0, -129.9207
1423509.0, -130.6494
1423509.0, -130.5079
1423510.0, -130.0337
1423510.0, -129.7886
1423510.0, -129.5852
1423510.0, -129.6762
1423510.0, -129.9772
1423510.0, -130.3267
1423510.0, -130.7786
1423511.0, -130.4033
1423511.0, -130.2194
1423511.0, -130.2269
1423511.0, -129.9329
1423511.0, -129.5017
1423511.0, -129.2662
1423511.0, -129.1154
1423511.0, -129.2241
1423512.0, -129.534
1423512.0, -129.4986
1423512.0, -129.3
1423512.0, -129.4431
1423512.0, -129.4237
1423512.0, -129.2417
1423512.0, -129.3574
1423513.0, -129.6174
1423513.0, -129.8456
1423513.0, -130.1007
1423513.0, -130.3067
1423513.0, -130.4888
1423513.0, -130.3222
1423513.0, -129.9151
1423513.0, -129.6706
1423514.0, -129.4956
1423514.0, -129.3899
1423514.0, -129.205
1423514.0, -128.9906
1423514.0, -128.8521
1423514.0, -128.7544
1423514.0, -128.6028
1423515.0, -128.429
1423515.0, -128.2387
1423515.0, -128.0485
1423515.0, -127.8583
1423515.0, -127.7766
1423515.0, -127.7672
1423515.0, -127.8906
1423515.0, -128.1266
1423516.0, -128.0087
1423516.0, -127.6925
1423516.0, -127.8226
1423516.0, -128.1841
1423516.0, -128.3706
1423516.0, -128.3788
1423516.0, -128.2087
1423517.0, -128.202
1423517.0, -128.2447
1423517.0, -128.2585
1423517.0, -128.2697
1423517.0, -128.3767
1423517.0, -128.5468
1423517.0, -128.3622
1423517.0, -127.9621
1423518.0, -128.5108
1423518.0, -129.1602
1423518.0, -129.9102
1423518.0, -129.9762
1423518.0, -129.6197
1423518.0, -129.6685
1423518.0, -129.8468
1423519.0, -129.944
1423519.0, -130.0302
1423519.0, -130.1326
1423519.0, -130.2423
1423519.0, -130.664
1423519.0, -130.392
1423519.0, -129.4263
1423519.0, -129.071
1423520.0, -128.8914
1423520.0, -128.9562
