% Measurement ID: 1641
% Mode ID: S
% Date and time: 2020-07-14 15:28:48
% Sample ID: SPT09-53-11
% Measurement type: spectrum
% Frequency [Hz]: 1444314.871363933
% Quality factor: 94257.296210531
% Temperature [K]: 293.0
% Pressure [mBar]: 1.65e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1444256.0, -132.8997
1444256.0, -132.523
1444256.0, -132.3686
1444256.0, -132.4367
1444257.0, -132.4134
1444257.0, -132.4035
1444257.0, -132.8124
1444257.0, -133.5049
1444257.0, -133.5813
1444257.0, -133.3415
1444257.0, -132.2753
1444257.0, -131.9698
1444258.0, -132.425
1444258.0, -132.7429
1444258.0, -133.2228
1444258.0, -133.1888
1444258.0, -132.8662
1444258.0, -132.8696
1444258.0, -132.9939
1444259.0, -132.986
1444259.0, -132.9302
1444259.0, -134.039
1444259.0, -134.4729
1444259.0, -134.2321
1444259.0, -133.6823
1444259.0, -132.7016
1444259.0, -132.411
1444260.0, -132.4369
1444260.0, -132.4147
1444260.0, -132.466
1444260.0, -132.5635
1444260.0, -132.7163
1444260.0, -132.8887
1444260.0, -133.0992
1444261.0, -133.3479
1444261.0, -133.5341
1444261.0, -133.6913
1444261.0, -133.876
1444261.0, -134.0693
1444261.0, -133.9726
1444261.0, -133.6856
1444261.0, -133.6349
1444262.0, -133.6783
1444262.0, -132.3578
1444262.0, -132.1454
1444262.0, -133.0409
1444262.0, -133.0417
1444262.0, -132.8153
1444262.0, -133.2639
1444263.0, -134.0867
1444263.0, -134.2345
1444263.0, -134.057
1444263.0, -134.0478
1444263.0, -134.0422
1444263.0, -133.4654
1444263.0, -133.2398
1444263.0, -133.3655
1444264.0, -133.1137
1444264.0, -132.7273
1444264.0, -132.519
1444264.0, -132.3844
1444264.0, -132.2827
1444264.0, -132.2275
1444264.0, -132.3108
1444265.0, -132.5021
1444265.0, -132.3682
1444265.0, -132.2943
1444265.0, -132.2804
1444265.0, -132.4385
1444265.0, -132.7311
1444265.0, -133.1212
1444265.0, -133.621
