% Measurement ID: 1657
% Mode ID: S
% Date and time: 2020-07-15 09:09:58
% Sample ID: SPT10-37-11
% Measurement type: spectrum
% Frequency [Hz]: 1415589.5801462089
% Quality factor: 59438.01081318192
% Temperature [K]: 293.0
% Pressure [mBar]: 6.1e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1415559.0, -116.401
1415559.0, -116.3263
1415559.0, -116.6038
1415559.0, -117.2333
1415560.0, -117.4593
1415560.0, -117.5336
1415560.0, -117.4768
1415560.0, -117.2821
1415560.0, -117.0968
1415560.0, -116.8717
1415560.0, -116.6215
1415560.0, -116.9394
1415561.0, -117.8256
1415561.0, -117.5216
1415561.0, -116.6134
1415561.0, -116.221
1415561.0, -115.9709
1415561.0, -115.7101
1415561.0, -115.4897
1415562.0, -115.408
1415562.0, -115.4323
1415562.0, -115.0236
1415562.0, -114.6883
1415562.0, -114.4263
1415562.0, -114.3435
1415562.0, -114.4045
1415562.0, -114.551
1415563.0, -114.8025
1415563.0, -114.8748
1415563.0, -114.8626
1415563.0, -114.8053
1415563.0, -114.6899
1415563.0, -114.6459
1415563.0, -114.8324
1415564.0, -115.2493
1415564.0, -115.7461
1415564.0, -116.3731
1415564.0, -116.7437
1415564.0, -116.9869
1415564.0, -117.1587
1415564.0, -117.2405
1415564.0, -117.1469
1415565.0, -116.9063
1415565.0, -115.855
1415565.0, -115.4281
1415565.0, -115.6256
1415565.0, -115.7755
1415565.0, -116.1016
1415565.0, -116.5545
1415566.0, -117.1507
1415566.0, -116.8618
1415566.0, -116.0306
1415566.0, -115.3508
1415566.0, -114.5913
1415566.0, -114.0534
1415566.0, -113.719
1415566.0, -113.5883
1415567.0, -113.4806
1415567.0, -113.4562
1415567.0, -113.6248
1415567.0, -113.9499
1415567.0, -113.9337
1415567.0, -113.7422
1415567.0, -113.3113
1415568.0, -112.6623
1415568.0, -111.8536
1415568.0, -111.6499
1415568.0, -112.0514
1415568.0, -112.0986
1415568.0, -112.1114
1415568.0, -112.2306
1415568.0, -112.4095
1415569.0, -112.6447
1415569.0, -112.9374
1415569.0, -113.2158
1415569.0, -113.5038
1415569.0, -113.8599
1415569.0, -113.9669
1415569.0, -113.8249
1415570.0, -114.0984
1415570.0, -114.566
1415570.0, -114.5235
1415570.0, -114.2056
1415570.0, -114.0794
1415570.0, -113.9893
1415570.0, -114.4132
1415570.0, -115.1917
1415571.0, -115.5312
1415571.0, -115.2364
1415571.0, -114.3073
1415571.0, -113.5134
1415571.0, -112.5982
1415571.0, -112.1779
1415571.0, -112.047
1415572.0, -111.7529
1415572.0, -111.4464
1415572.0, -111.408
1415572.0, -111.5441
1415572.0, -111.8897
1415572.0, -112.2983
1415572.0, -112.7698
1415572.0, -112.9984
1415573.0, -113.0861
1415573.0, -113.243
1415573.0, -113.3992
1415573.0, -112.8723
1415573.0, -111.8897
1415573.0, -111.4696
1415573.0, -111.2726
1415574.0, -110.9733
1415574.0, -111.0912
1415574.0, -111.6263
1415574.0, -111.8125
1415574.0, -111.9052
