% Measurement ID: 3328
% Mode ID: 1
% Date and time: 2020-02-03 18:16:12
% Sample ID: PSE2-73-25
% Measurement type: ringdown
% Frequency [Hz]: 112950.0
% Quality factor: 731808.1303985156
% Temperature [K]: 293.0
% Pressure [mBar]: 4.22e-08
% Notes: 
% 
%
% measurement data
% time [s], power [dBm]
0.0, 10.86306
0.04005340453938585, 10.81423
0.0801068090787717, 10.76541
0.12016021361815754, 10.71658
0.1602136181575434, 10.69705
0.20026702269692925, 10.68728
0.24032042723631508, 10.70681
0.28037383177570097, 10.73611
0.3204272363150868, 10.78494
0.3604806408544726, 10.824
0.4005340453938585, 10.86795
0.44058744993324434, 10.89724
0.48064085447263016, 10.91189
0.520694259012016, 10.91189
0.5607476635514019, 10.90212
0.6008010680907877, 10.88259
0.6408544726301736, 10.85818
0.6809078771695595, 10.824
0.7209612817089452, 10.78494
0.7610146862483311, 10.75564
0.801068090787717, 10.72634
0.8411214953271028, 10.71658
0.8811748998664887, 10.7117
0.9212283044058746, 10.72146
0.9612817089452603, 10.74587
1.0013351134846462, 10.77029
1.041388518024032, 10.79959
1.081441922563418, 10.81912
1.1214953271028039, 10.83865
1.1615487316421895, 10.8533
1.2016021361815754, 10.8533
1.2416555407209613, 10.84353
1.2817089452603472, 10.824
1.321762349799733, 10.96072
1.361815754339119, 10.98025
1.4018691588785048, 10.89724
1.4419225634178905, 10.77517
1.4819759679572764, 10.64334
1.5220293724966623, 10.5115
1.5620827770360481, 10.38455
1.602136181575434, 10.24783
1.64218958611482, 10.11599
1.6822429906542056, 9.984156
1.7222963951935915, 9.847437
1.7623497997329773, 9.705836
1.8024032042723632, 9.569117
1.842456608811749, 9.427516
1.882510013351135, 9.290797
1.9225634178905207, 9.144312
1.9626168224299065, 8.997828
2.0026702269692924, 8.851344
2.0427236315086783, 8.709742
2.082777036048064, 8.563258
2.12283044058745, 8.416773
2.162883845126836, 8.265406
2.202937249666222, 8.123805
2.2429906542056077, 7.972437
2.2830440587449936, 7.82107
2.323097463284379, 7.674586
2.363150867823765, 7.523219
2.403204272363151, 7.376734
2.4432576769025367, 7.220484
2.4833110814419226, 7.069117
2.5233644859813085, 6.91775
2.5634178905206944, 6.771266
2.6034712950600802, 6.610133
