% Measurement ID: 3237
% Mode ID: 1
% Date and time: 2020-02-03 16:07:20
% Sample ID: PSE2-58-44
% Measurement type: spectrum
% Frequency [Hz]: 113635.56762116194
% Quality factor: 2551.5937785530205
% Temperature [K]: 293.0
% Pressure [mBar]: 4.22e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
113497.0, -96.93576
113497.0, -97.00682
113498.0, -96.91805
113498.0, -96.49551
113499.0, -96.33066
113499.0, -96.24925
113499.0, -96.25129
113500.0, -96.74438
113500.0, -96.82594
113501.0, -97.01381
113501.0, -97.39773
113501.0, -97.56198
113502.0, -97.50654
113502.0, -97.21656
113503.0, -96.75714
113503.0, -96.5291
113503.0, -96.38966
113504.0, -96.33882
113504.0, -96.40725
113505.0, -96.67807
113505.0, -97.20461
113505.0, -97.26765
113506.0, -97.30462
113506.0, -97.31553
113507.0, -97.46107
113507.0, -97.66505
113507.0, -98.07907
113508.0, -98.23821
113508.0, -98.14247
113509.0, -98.39565
113509.0, -99.10424
113509.0, -99.52176
113510.0, -99.25204
113510.0, -98.90239
113511.0, -98.47283
113511.0, -98.0677
113511.0, -97.96523
113512.0, -97.90518
113512.0, -97.91602
113513.0, -97.99774
113513.0, -97.77721
113513.0, -98.07856
113514.0, -98.22679
113514.0, -98.16244
113515.0, -98.14986
113515.0, -98.18904
113515.0, -97.90977
113516.0, -97.70346
113516.0, -97.68342
113517.0, -97.72794
113517.0, -97.83704
113517.0, -97.55435
113518.0, -97.57483
113518.0, -97.82013
113519.0, -97.64428
113519.0, -97.53693
113519.0, -97.49809
113520.0, -97.72073
113520.0, -98.01618
113521.0, -97.97595
113521.0, -97.85465
113521.0, -97.6523
113522.0, -97.6359
113522.0, -98.42305
113523.0, -98.12105
113523.0, -98.5984
113523.0, -98.9675
113524.0, -99.22835
113524.0, -99.40749
113525.0, -99.40151
113525.0, -99.70526
113525.0, -99.69657
113526.0, -99.37542
113526.0, -99.55105
113527.0, -100.1562
113527.0, -99.76145
113527.0, -99.57817
113528.0, -99.40821
113528.0, -99.2516
113529.0, -99.38096
113529.0, -99.41689
113529.0, -99.24847
113530.0, -99.24361
113530.0, -99.40231
113531.0, -98.95878
113531.0, -98.73839
113531.0, -98.64628
113532.0, -98.35571
113532.0, -98.22018
113533.0, -98.23969
113533.0, -98.28757
113533.0, -98.26389
113534.0, -98.29384
113534.0, -98.16434
113535.0, -98.0926
113535.0, -98.07863
113535.0, -97.90147
113536.0, -97.85395
113536.0, -98.15807
113537.0, -98.39461
113537.0, -98.56356
113537.0, -98.71522
113538.0, -98.6121
113538.0, -98.78737
113539.0, -98.95863
113539.0, -99.08264
113539.0, -99.15941
113540.0, -99.12457
113540.0, -98.54979
113541.0, -98.2093
113541.0, -98.12848
113541.0, -98.30732
113542.0, -98.69175
113542.0, -98.89486
113543.0, -98.70961
113543.0, -98.18124
113543.0, -97.91509
113544.0, -97.91116
113544.0, -97.78945
113545.0, -97.87159
113545.0, -98.16871
113545.0, -98.4189
113546.0, -98.62215
113546.0, -98.24647
113547.0, -98.23998
113547.0, -98.56116
113547.0, -98.7741
113548.0, -98.96803
113548.0, -99.14294
113549.0, -99.07101
113549.0, -99.24519
113549.0, -99.08646
113550.0, -98.93077
113550.0, -98.77811
113551.0, -98.442
113551.0, -98.11893
113551.0, -97.86182
113552.0, -97.99315
113552.0, -98.06182
113553.0, -98.06785
113553.0, -98.35571
113553.0, -98.59701
113554.0, -99.00046
113554.0, -98.98015
113555.0, -98.53609
113555.0, -98.38618
113555.0, -98.36198
113556.0, -98.79072
113556.0, -99.1511
113557.0, -99.17685
113557.0, -98.86797
113557.0, -98.62179
113558.0, -98.76813
113558.0, -99.04055
113559.0, -99.20389
113559.0, -99.25816
113559.0, -98.73963
113560.0, -98.36686
113560.0, -98.52719
113561.0, -98.79393
113561.0, -98.78173
113561.0, -98.49061
113562.0, -98.54119
113562.0, -98.53281
113563.0, -98.67157
113563.0, -98.82274
113563.0, -98.98632
113564.0, -99.12392
113564.0, -98.88145
113565.0, -98.81484
113565.0, -98.5683
113565.0, -98.44227
113566.0, -98.43675
113566.0, -98.28196
113567.0, -98.10713
113567.0, -98.14291
113567.0, -98.21428
113568.0, -98.32124
113568.0, -97.84338
113569.0, -97.78953
113569.0, -97.78406
113569.0, -98.04496
