% Measurement ID: 1717
% Mode ID: S
% Date and time: 2020-07-14 09:11:22
% Sample ID: SPT08-54
% Measurement type: spectrum
% Frequency [Hz]: 1422727.1924391617
% Quality factor: 114455.1908855752
% Temperature [K]: 293.0
% Pressure [mBar]: 1.18e-08
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1422670.0, -124.0323
1422670.0, -125.196
1422670.0, -125.5772
1422670.0, -125.1759
1422671.0, -124.7832
1422671.0, -124.1354
1422671.0, -123.8801
1422671.0, -123.8015
1422671.0, -123.6443
1422671.0, -123.4936
1422671.0, -123.7173
1422671.0, -124.0574
1422672.0, -124.514
1422672.0, -124.179
1422672.0, -123.3551
1422672.0, -122.9467
1422672.0, -122.6524
1422672.0, -122.4428
1422672.0, -122.3279
1422673.0, -122.2722
1422673.0, -122.2876
1422673.0, -122.6907
1422673.0, -122.8597
1422673.0, -122.7945
1422673.0, -122.6796
1422673.0, -122.4535
1422673.0, -122.2414
1422674.0, -122.0016
1422674.0, -121.8218
1422674.0, -121.6726
1422674.0, -122.0709
1422674.0, -122.8444
1422674.0, -123.1521
1422674.0, -123.2938
1422675.0, -123.2695
1422675.0, -123.3366
1422675.0, -123.4092
1422675.0, -123.147
1422675.0, -122.6634
1422675.0, -122.4858
1422675.0, -122.4382
1422675.0, -122.331
1422676.0, -122.2274
1422676.0, -122.0297
1422676.0, -122.0734
1422676.0, -122.3585
1422676.0, -122.4474
1422676.0, -122.486
1422676.0, -122.6608
1422677.0, -122.9098
1422677.0, -123.2506
1422677.0, -123.6773
1422677.0, -123.1925
1422677.0, -122.1286
1422677.0, -121.8412
1422677.0, -121.5378
1422677.0, -121.2183
1422678.0, -121.0852
1422678.0, -121.0711
1422678.0, -121.0996
1422678.0, -121.1962
1422678.0, -121.1811
1422678.0, -121.1143
1422678.0, -121.0404
1422679.0, -120.9443
1422679.0, -121.2116
1422679.0, -121.3719
1422679.0, -121.4254
1422679.0, -121.4406
1422679.0, -121.3947
1422679.0, -121.3999
1422679.0, -121.4189
1422680.0, -121.3322
1422680.0, -121.1797
1422680.0, -121.1592
1422680.0, -121.2047
1422680.0, -121.1553
1422680.0, -121.0143
1422680.0, -120.7818
1422681.0, -120.8556
1422681.0, -121.1029
1422681.0, -121.1159
1422681.0, -121.0304
1422681.0, -121.0471
1422681.0, -121.0991
1422681.0, -121.1462
1422681.0, -121.2017
1422682.0, -121.6755
1422682.0, -121.6982
1422682.0, -121.2696
1422682.0, -121.0455
