% Measurement ID: 3136
% Mode ID: 1
% Date and time: 2020-01-24 13:11:06
% Sample ID: PSE2-24-22
% Measurement type: spectrum
% Frequency [Hz]: 150442.71216384237
% Quality factor: 2662.08780801874
% Temperature [K]: 293.0
% Pressure [mBar]: 2.38e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
150285.95, -99.0512591044108
150285.98, -99.043980662028
150286.01, -99.0346918741862
150286.04, -99.0229629516602
150286.07, -99.0056199654046
150286.1, -98.979926773594
150286.13, -98.9486155110166
150286.16, -98.9144236044303
150286.19, -98.8800905150981
150286.22, -98.8483511266464
150286.25, -98.8219449003381
150286.28, -98.8036082456784
150286.31, -98.7960801153042
150286.34, -98.802096155781
150286.37, -98.8240631915389
150286.4, -98.8609757551772
150286.43, -98.9100834010351
150286.46, -98.9686316633736
150286.49, -99.0338701454644
150286.52, -99.1030451445079
150286.55, -99.1734039749572
150286.58, -99.2421942055787
150286.61, -99.3066613706333
150286.64, -99.364054310453
150286.67, -99.4125354907418
150286.7, -99.4566113239925
150286.73, -99.497946657236
150286.76, -99.5375841743916
150286.79, -99.5765696111364
150286.82, -99.6159471772684
150286.85, -99.6567620998386
150286.88, -99.7000588429583
150286.91, -99.7468821250518
150286.94, -99.7982756472911
150286.97, -99.8559969584147
150287.0, -99.9233342488607
150287.03, -99.9980214436849
150287.06, -100.0771484375
150287.09, -100.157809193929
150287.12, -100.237098439535
150287.15, -100.312106831868
150287.18, -100.379930877686
150287.21, -100.437662506104
150287.24, -100.48239440918
150287.27, -100.510301717122
150287.3, -100.517836507161
150287.33, -100.509280904134
150287.36, -100.489585113525
150287.39, -100.463703155518
150287.42, -100.436587524414
150287.45, -100.413191731771
150287.48, -100.398466237386
150287.51, -100.397366333008
150287.54, -100.414842987061
150287.57, -100.455296579997
150287.6, -100.51715520223
150287.63, -100.596041615804
150287.66, -100.687656402588
150287.69, -100.787707265218
150287.72, -100.891893259684
150287.75, -100.995918528239
150287.78, -101.095486704508
150287.81, -101.18630065918
150287.84, -101.264065043132
150287.87, -101.327993675302
150287.9, -101.392418779026
150287.93, -101.456838273714
150287.96, -101.518336967716
150287.99, -101.573998397816
150288.02, -101.620907626676
150288.05, -101.656149716959
150288.08, -101.676805153692
150288.11, -101.679961796982
150288.14, -101.66270216636
150288.17, -101.620900032559
150288.2, -101.545688942345
150288.23, -101.441633337689
150288.26, -101.315808719081
150288.29, -101.175290332694
150288.32, -101.027152407453
150288.35, -100.878469426591
150288.38, -100.736315110406
150288.41, -100.607764705072
150288.44, -100.499891930887
150288.47, -100.418117014567
150288.5, -100.348616027832
150288.53, -100.286924235026
150288.56, -100.233412424723
150288.59, -100.188448842367
150288.62, -100.152404785156
150288.65, -100.125646972656
150288.68, -100.108547465007
150288.71, -100.101472727458
150288.74, -100.104791768392
150288.77, -100.119798024495
150288.8, -100.157354736328
150288.83, -100.216102091471
150288.86, -100.290395355225
150288.89, -100.374587249756
150288.92, -100.463030497233
150288.95, -100.550081380208
150288.98, -100.630090332031
150289.01, -100.697413635254
150289.04, -100.746404520671
150289.07, -100.77189763387
150289.1, -100.779174804688
150289.13, -100.772950490316
150289.16, -100.75532913208
150289.19, -100.72840906779
150289.22, -100.694290924072
150289.25, -100.65507405599
150289.28, -100.612860870361
150289.31, -100.569749450684
150289.34, -100.527841440837
150289.37, -100.488486141395
150289.4, -100.440550390166
150289.43, -100.382747224584
150289.46, -100.318837173215
150289.49, -100.252582544813
150289.52, -100.187742087753
150289.55, -100.128079382356
150289.58, -100.077353685621
150289.61, -100.039327306304
150289.64, -100.017762298849
150289.67, -100.016383515684
150289.7, -100.03896208325
150289.73, -100.083125810932
150289.76, -100.143813612713
150289.79, -100.215959570622
150289.82, -100.294502852954
150289.85, -100.374376778801
150289.88, -100.450520007831
150289.91, -100.517868402268
150289.94, -100.571359858839
150289.97, -100.605966949463
150290.0, -100.621676635742
