% Measurement ID: 3135
% Mode ID: 1
% Date and time: 2020-01-24 13:07:58
% Sample ID: PSE2-24-21
% Measurement type: spectrum
% Frequency [Hz]: 151197.5182809793
% Quality factor: 2280.456889050323
% Temperature [K]: 293.0
% Pressure [mBar]: 2.38e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
151051.35, -100.552358698609
151051.38, -100.465137639018
151051.41, -100.41105693733
151051.44, -100.401096818153
151051.47, -100.444355773926
151051.5, -100.537820943197
151051.53, -100.669979349772
151051.56, -100.829034423828
151051.59, -101.003191884359
151051.62, -101.180653635661
151051.65, -101.349624379476
151051.68, -101.498309071859
151051.71, -101.614911397298
151051.74, -101.687635040283
151051.77, -101.708955637614
151051.8, -101.688134256999
151051.83, -101.634154764811
151051.86, -101.555723317464
151051.89, -101.46154607137
151051.92, -101.360328674316
151051.95, -101.260774993896
151051.98, -101.171591186523
151052.01, -101.101482645671
151052.04, -101.059154001872
151052.07, -101.045972849764
151052.1, -101.04521537747
151052.13, -101.055266262659
151052.16, -101.075676133991
151052.19, -101.10599409425
151052.22, -101.145771026412
151052.25, -101.19455450738
151052.28, -101.251896183071
151052.31, -101.317345156265
151052.34, -101.390451038374
151052.37, -101.477359008789
151052.4, -101.595370992025
151052.43, -101.737381744385
151052.46, -101.894450124105
151052.49, -102.057634226481
151052.52, -102.217992655436
151052.55, -102.366580454508
151052.58, -102.494458007813
151052.61, -102.592681630452
151052.64, -102.652310943604
151052.67, -102.661133575439
151052.7, -102.606694539388
151052.73, -102.502726745605
151052.76, -102.365273539225
151052.79, -102.210374450684
151052.82, -102.054072316488
151052.85, -101.912406667074
151052.88, -101.801420593262
151052.91, -101.737153371175
151052.94, -101.735646820068
151052.97, -101.810567502635
151053.0, -101.963656824619
151053.03, -102.180719632817
151053.06, -102.444825792139
151053.09, -102.739044913179
151053.12, -103.046447369473
151053.15, -103.350101245737
151053.18, -103.633075389629
151053.21, -103.878440174683
151053.24, -104.069265974434
151053.27, -104.193388843952
151053.3, -104.277646174666
151053.33, -104.331748191776
151053.36, -104.358839731707
151053.39, -104.362059018743
151053.42, -104.344552669503
151053.45, -104.3094614514
151053.48, -104.259927149104
151053.51, -104.199092818849
151053.54, -104.130102025493
151053.57, -104.053400810577
151053.6, -103.953607444959
151053.63, -103.831519820353
151053.66, -103.691660641836
151053.69, -103.538556683496
151053.72, -103.3767303961
151053.75, -103.21070906236
151053.78, -103.045015387357
151053.81, -102.884174364985
151053.84, -102.732710480516
151053.87, -102.593548329671
151053.9, -102.455686187744
151053.93, -102.317043558757
151053.96, -102.178749084473
151053.99, -102.041934204102
151054.02, -101.907725779216
151054.05, -101.777255249023
151054.08, -101.651651509603
151054.11, -101.532042948405
151054.14, -101.419560750326
151054.17, -101.315787447966
151054.2, -101.219721952608
151054.23, -101.129127438875
151054.26, -101.043695170601
151054.29, -100.963115394369
151054.32, -100.887076576568
151054.35, -100.815270743974
151054.38, -100.747388906106
151054.41, -100.683118766416
151054.44, -100.622153114617
151054.47, -100.564123280843
151054.5, -100.507920583089
151054.53, -100.453843943278
151054.56, -100.402705891927
151054.59, -100.355315907796
151054.62, -100.312487284342
151054.65, -100.275028483073
151054.68, -100.243752288818
151054.71, -100.219471995036
151054.74, -100.202996571859
151054.77, -100.195193481445
151054.8, -100.197771199544
151054.83, -100.210104115804
151054.86, -100.230671437581
151054.89, -100.257959747314
151054.92, -100.290445963542
151054.95, -100.326613108317
151054.98, -100.364944203695
151055.01, -100.403918711344
151055.04, -100.442019144694
151055.07, -100.477740801182
151055.1, -100.520071601839
151055.13, -100.57297297426
151055.16, -100.632393201322
151055.19, -100.694279802965
151055.22, -100.754585385389
151055.25, -100.809257468532
151055.28, -100.854245861151
151055.31, -100.885499863376
151055.34, -100.898967758085
151055.37, -100.890498606364
151055.4, -100.851561228434
151055.43, -100.784023539225
151055.46, -100.695395914714
151055.49, -100.59318669637
151055.52, -100.48490447998
151055.55, -100.378057861328
151055.58, -100.280156453451
151055.61, -100.198708852132
151055.64, -100.141224416097
151055.67, -100.115184529622
151055.7, -100.119784291585
151055.73, -100.147709401449
151055.76, -100.194566345215
151055.79, -100.255960337321
151055.82, -100.327497609456
151055.85, -100.404784138997
151055.88, -100.483427683512
151055.91, -100.559032948812
151055.94, -100.627205912272
151055.97, -100.683565612681
151056.0, -100.735203605264
151056.03, -100.789411555196
151056.06, -100.844444365634
151056.09, -100.898548801715
151056.12, -100.949980275223
151056.15, -100.9969875858
151056.18, -101.037822584846
151056.21, -101.070734834942
151056.24, -101.093977713366
151056.27, -101.10580154564
151056.3, -101.102348342651
151056.33, -101.082723561814
151056.36, -101.05060360437
151056.39, -101.009674993754
151056.42, -100.963619167142
151056.45, -100.916122647971
151056.48, -100.870868399294
151056.51, -100.831542944549
151056.54, -100.801828738163
151056.57, -100.785410523381
151056.6, -100.778881835938
151056.63, -100.77705968221
151056.66, -100.77997080485
151056.69, -100.787554168701
151056.72, -100.799746195475
151056.75, -100.816486867269
151056.78, -100.837713623047
151056.81, -100.863363901774
151056.84, -100.893377685547
151056.87, -100.927692667643
151056.9, -100.968010052939
151056.93, -101.01724501424
151056.96, -101.073714443445
151056.99, -101.135605087789
151057.02, -101.201102422938
151057.05, -101.268395484943
151057.08, -101.335667969281
151057.11, -101.401108403375
151057.14, -101.462901499954
151057.17, -101.519236295069
151057.2, -101.568055725098
151057.23, -101.612242126465
151057.26, -101.653098297119
151057.29, -101.691574605306
151057.32, -101.728616333008
151057.35, -101.765172576904
151057.38, -101.802192942301
151057.41, -101.840625254313
151057.44, -101.881415812174
151057.47, -101.925514221191
151057.5, -101.972199249268
151057.53, -102.018358612061
151057.56, -102.064594014486
151057.59, -102.111679331462
151057.62, -102.160387674967
151057.65, -102.211493937174
151057.68, -102.265768941243
151057.71, -102.323985290527
151057.74, -102.386917368571
151057.77, -102.455338287354
151057.8, -102.534684244792
151057.83, -102.635252888997
151057.86, -102.751064300537
151057.89, -102.875220998128
151057.92, -103.000826772054
151057.95, -103.120981852214
151057.98, -103.228788503011
151058.01, -103.317349243164
151058.04, -103.379765574137
151058.07, -103.409140268962
151058.1, -103.398199115579
151058.13, -103.34130009088
151058.16, -103.247225569097
151058.19, -103.126314651386
151058.22, -102.988906947527
151058.25, -102.845344864749
151058.28, -102.705968521459
151058.31, -102.581118544691
151058.34, -102.481136578733
151058.37, -102.41636248768
151058.4, -102.394619328818
151058.43, -102.412173429119
151058.46, -102.460416961581
151058.49, -102.53018854925
151058.52, -102.612332410064
151058.55, -102.69769047314
151058.58, -102.777104921909
151058.61, -102.84141615961
151058.64, -102.881468658492
151058.67, -102.88810333042
151058.7, -102.854861958822
151058.73, -102.79402440389
151058.76, -102.7111231486
151058.79, -102.609397888184
151058.82, -102.492088826497
151058.85, -102.362433369954
151058.88, -102.223670450846
151058.91, -102.079039510091
151058.94, -101.931778971354
151058.97, -101.785127258301
151059.0, -101.638244930698
151059.03, -101.474435627762
151059.06, -101.295969538541
151059.09, -101.107996758656
151059.12, -100.915668909609
151059.15, -100.724135832707
151059.18, -100.538550929644
151059.21, -100.364061498596
151059.24, -100.205821958509
151059.27, -100.068980879126
151059.3, -99.9558920996224
151059.33, -99.8527124808606
151059.36, -99.7582086140386
151059.39, -99.6740513365585
151059.42, -99.6019086883782
151059.45, -99.5434494723947
151059.48, -99.5003427458183
151059.51, -99.4742588374251
151059.54, -99.4668657871727
151059.57, -99.4798313807057
151059.6, -99.5164703369141
151059.63, -99.5890251159668
151059.66, -99.6936106363932
151059.69, -99.8228342692057
151059.72, -99.9692990620931
151059.75, -100.125608062744
151059.78, -100.284369150798
151059.81, -100.438184102376
151059.84, -100.579658762614
151059.87, -100.701396433512
151059.9, -100.797381337484
151059.93, -100.879688262939
151059.96, -100.953469340007
151059.99, -101.019378662109
151060.02, -101.07806854248
151060.05, -101.130192565918
151060.08, -101.176402282715
151060.11, -101.217352803548
151060.14, -101.25369644165
151060.17, -101.286085510254
151060.2, -101.314728800456
151060.23, -101.333334096273
151060.26, -101.341640981038
151060.29, -101.342209116618
151060.32, -101.337597401937
151060.35, -101.330366770426
151060.38, -101.32307510376
151060.41, -101.318283335368
151060.44, -101.318551127116
151060.47, -101.326437123617
151060.5, -101.344661458333
151060.53, -101.377846018473
151060.56, -101.42388865153
151060.59, -101.478383382161
151060.62, -101.536921183268
151060.65, -101.595093282064
151060.68, -101.648493448893
151060.71, -101.692713419596
151060.74, -101.723347473145
151060.77, -101.73598429362
151060.8, -101.726397450765
151060.83, -101.698188273112
151060.86, -101.655553944906
151060.89, -101.599976094564
151060.92, -101.532936859131
151060.95, -101.45591990153
151060.98, -101.37040608724
151061.01, -101.277878316243
151061.04, -101.17981821696
151061.07, -101.077707672119
151061.1, -100.972808837891
151061.13, -100.852500152588
151061.16, -100.712970987956
151061.19, -100.560070800781
151061.22, -100.399658203125
151061.25, -100.237584686279
151061.28, -100.079705556234
151061.31, -99.9318761189779
151061.34, -99.7999486287435
151061.37, -99.6897796630859
151061.4, -99.6072191874186
151061.43, -99.5554059346517
151061.46, -99.5299153645833
151061.49, -99.5250328063965
151061.52, -99.5350428263346
151061.55, -99.554231262207
151061.58, -99.5768834431966
151061.61, -99.59728418986
151061.64, -99.6097198486328
151061.67, -99.6084739685059
151061.7, -99.5878386064836
151061.73, -99.5474537070934
151061.76, -99.4926669753855
