% Measurement ID: 1642
% Mode ID: S
% Date and time: 2020-07-14 15:23:54
% Sample ID: SPT09-53-21
% Measurement type: spectrum
% Frequency [Hz]: 1444323.731693923
% Quality factor: 73729.39999883375
% Temperature [K]: 293.0
% Pressure [mBar]: 1.65e-07
% Notes: 
% 
%
% measurement data
% frequency [Hz], power [dBm]
1444258.0, -130.834
1444258.0, -130.5776
1444258.0, -130.4777
1444258.0, -130.5343
1444259.0, -130.4425
1444259.0, -130.304
1444259.0, -130.581
1444259.0, -131.1194
1444259.0, -131.4515
1444259.0, -131.7332
1444259.0, -130.0863
1444259.0, -129.3965
1444260.0, -129.6639
1444260.0, -129.4532
1444260.0, -129.2428
1444260.0, -129.1089
1444260.0, -129.0261
1444260.0, -128.8582
1444260.0, -128.6505
1444261.0, -128.9249
1444261.0, -129.5073
1444261.0, -129.5695
1444261.0, -129.8409
1444261.0, -130.3214
1444261.0, -130.5417
1444261.0, -130.6582
1444261.0, -130.6078
1444262.0, -130.4114
1444262.0, -130.3208
1444262.0, -130.2521
1444262.0, -130.044
1444262.0, -129.7502
1444262.0, -129.7083
1444262.0, -129.5972
1444263.0, -129.4169
1444263.0, -129.4922
1444263.0, -129.7147
1444263.0, -129.7039
1444263.0, -129.5867
1444263.0, -129.3839
1444263.0, -129.0886
1444263.0, -128.9515
1444264.0, -128.889
1444264.0, -129.3003
1444264.0, -129.8073
1444264.0, -130.4101
1444264.0, -130.848
1444264.0, -131.2079
1444264.0, -131.2365
1444265.0, -131.0182
1444265.0, -130.7317
1444265.0, -130.3174
1444265.0, -130.0134
1444265.0, -129.7405
1444265.0, -129.61
1444265.0, -129.4701
1444265.0, -129.3209
1444266.0, -129.2865
1444266.0, -129.3258
1444266.0, -129.3142
1444266.0, -129.2933
1444266.0, -129.2394
1444266.0, -129.1604
1444266.0, -128.8563
1444267.0, -128.3938
1444267.0, -126.9014
1444267.0, -126.3896
1444267.0, -126.8582
1444267.0, -127.0779
1444267.0, -127.4585
1444267.0, -127.6155
1444267.0, -127.6772
1444268.0, -127.9044
1444268.0, -128.2103
1444268.0, -128.4545
1444268.0, -128.6837
1444268.0, -128.534
1444268.0, -128.6173
1444268.0, -128.9337
1444269.0, -129.2909
1444269.0, -129.7529
1444269.0, -129.9706
1444269.0, -130.0602
1444269.0, -130.0913
1444269.0, -130.0407
1444269.0, -130.0182
1444269.0, -129.9871
1444270.0, -129.9151
1444270.0, -129.7247
1444270.0, -129.4158
1444270.0, -129.4136
1444270.0, -129.5765
1444270.0, -129.3246
1444270.0, -128.8511
1444271.0, -128.5674
1444271.0, -128.3363
1444271.0, -128.2668
1444271.0, -128.3225
1444271.0, -128.7962
1444271.0, -129.1493
1444271.0, -129.3819
1444271.0, -129.4335
1444272.0, -129.3241
1444272.0, -129.4014
1444272.0, -129.5494
1444272.0, -129.6771
1444272.0, -129.8148
1444272.0, -129.9057
1444272.0, -129.9686
1444273.0, -128.2284
1444273.0, -127.5615
1444273.0, -127.9682
1444273.0, -128.0938
1444273.0, -128.3898
1444273.0, -128.732
1444273.0, -129.1617
1444273.0, -129.0993
1444274.0, -128.7381
1444274.0, -128.889
1444274.0, -129.2818
1444274.0, -129.4461
1444274.0, -129.4141
1444274.0, -129.1856
1444274.0, -129.106
1444275.0, -129.06
1444275.0, -128.8198
1444275.0, -128.4614
1444275.0, -128.3383
1444275.0, -128.3327
1444275.0, -128.3178
1444275.0, -128.3359
1444275.0, -128.6556
1444276.0, -128.5547
1444276.0, -128.0333
1444276.0, -128.0944
1444276.0, -128.4037
1444276.0, -128.264
1444276.0, -127.9076
1444276.0, -127.7515
1444277.0, -127.6567
1444277.0, -128.0008
1444277.0, -128.357
1444277.0, -128.7255
1444277.0, -128.6861
1444277.0, -128.379
1444277.0, -128.0489
1444277.0, -127.6143
1444278.0, -127.4743
1444278.0, -127.4959
1444278.0, -127.3801
1444278.0, -127.2267
1444278.0, -126.8277
1444278.0, -126.593
1444278.0, -126.5226
1444279.0, -126.6056
1444279.0, -126.8455
1444279.0, -127.0313
1444279.0, -127.2332
1444279.0, -127.591
1444279.0, -128.0581
1444279.0, -128.289
1444279.0, -128.3989
1444280.0, -128.4159
1444280.0, -128.4071
1444280.0, -128.3726
1444280.0, -128.3537
1444280.0, -128.3365
1444280.0, -128.3543
1444280.0, -128.3958
1444281.0, -128.5478
1444281.0, -128.7814
1444281.0, -129.0553
1444281.0, -129.3833
1444281.0, -129.1445
1444281.0, -129.1827
1444281.0, -129.498
1444281.0, -129.4884
1444282.0, -129.3545
1444282.0, -128.921
1444282.0, -128.2463
1444282.0, -127.6766
1444282.0, -127.0964
1444282.0, -126.9875
1444282.0, -127.1892
1444283.0, -126.9357
1444283.0, -127.1423
1444283.0, -127.809
1444283.0, -127.8983
1444283.0, -127.7558
1444283.0, -127.4312
1444283.0, -126.9078
1444283.0, -126.6579
1444284.0, -126.524
1444284.0, -126.3338
1444284.0, -126.1446
1444284.0, -126.5181
1444284.0, -126.7809
1444284.0, -126.933
1444284.0, -127.1789
1444285.0, -127.4503
1444285.0, -127.8503
1444285.0, -128.3444
1444285.0, -129.1845
1444285.0, -130.2865
1444285.0, -130.181
1444285.0, -129.3578
1444285.0, -129.1753
1444286.0, -128.9728
1444286.0, -128.7504
1444286.0, -128.4789
1444286.0, -128.1679
1444286.0, -128.1401
1444286.0, -128.288
1444286.0, -127.9023
1444287.0, -127.2194
1444287.0, -126.8687
1444287.0, -126.6405
1444287.0, -126.3996
1444287.0, -126.2252
1444287.0, -126.1172
1444287.0, -125.8688
1444287.0, -125.5488
1444288.0, -125.5679
1444288.0, -125.7891
1444288.0, -125.7424
1444288.0, -125.5844
1444288.0, -125.7253
1444288.0, -126.0285
1444288.0, -126.5979
1444289.0, -126.845
1444289.0, -126.7698
1444289.0, -126.654
1444289.0, -126.4036
1444289.0, -126.4507
1444289.0, -126.6511
1444289.0, -126.5985
1444289.0, -126.4284
1444290.0, -126.5935
1444290.0, -126.9429
1444290.0, -126.2963
1444290.0, -125.957
1444290.0, -125.9251
1444290.0, -125.9152
1444290.0, -126.0226
1444291.0, -126.1192
1444291.0, -126.2476
1444291.0, -126.2848
1444291.0, -126.2718
1444291.0, -126.2447
1444291.0, -126.1915
1444291.0, -126.4989
1444291.0, -126.569
1444292.0, -126.4016
1444292.0, -126.6727
1444292.0, -127.157
1444292.0, -126.8503
1444292.0, -126.0872
1444292.0, -125.6769
1444292.0, -125.3496
1444293.0, -125.2569
1444293.0, -125.3483
1444293.0, -126.2706
1444293.0, -126.4496
1444293.0, -125.8855
1444293.0, -125.9784
1444293.0, -126.2615
1444293.0, -126.2686
1444294.0, -126.1551
1444294.0, -125.8138
1444294.0, -125.2805
1444294.0, -124.9796
1444294.0, -125.0023
1444294.0, -125.3488
1444294.0, -125.3698
1444295.0, -125.2819
1444295.0, -125.2741
1444295.0, -125.2834
1444295.0, -124.9863
1444295.0, -124.4906
1444295.0, -124.3523
1444295.0, -124.3861
1444295.0, -125.0577
1444296.0, -125.4654
1444296.0, -125.6092
1444296.0, -126.1439
1444296.0, -126.8512
1444296.0, -127.3803
1444296.0, -127.848
1444296.0, -127.4228
1444297.0, -126.3818
1444297.0, -126.2265
1444297.0, -126.4564
1444297.0, -125.3949
1444297.0, -124.6438
1444297.0, -124.2032
1444297.0, -123.8817
1444297.0, -123.7433
1444298.0, -123.3481
1444298.0, -122.8427
1444298.0, -122.5147
1444298.0, -122.2681
1444298.0, -122.1878
1444298.0, -122.2456
1444298.0, -122.4701
1444299.0, -122.6155
1444299.0, -122.6818
1444299.0, -122.8755
1444299.0, -123.1276
1444299.0, -123.4596
1444299.0, -123.8643
1444299.0, -124.0119
1444299.0, -124.0125
1444300.0, -124.1383
1444300.0, -124.2986
1444300.0, -124.4066
1444300.0, -124.4236
1444300.0, -124.3498
1444300.0, -124.3178
1444300.0, -124.2835
1444301.0, -124.0655
1444301.0, -123.7242
1444301.0, -123.3613
1444301.0, -122.9429
1444301.0, -122.6329
1444301.0, -122.3769
1444301.0, -121.5223
1444301.0, -121.3352
1444302.0, -121.8156
1444302.0, -122.1353
1444302.0, -122.5704
1444302.0, -122.8956
1444302.0, -123.1858
1444302.0, -123.2944
1444302.0, -123.2701
1444303.0, -123.3191
1444303.0, -123.3725
1444303.0, -122.7643
1444303.0, -122.5663
1444303.0, -122.7785
1444303.0, -123.1468
1444303.0, -123.756
1444303.0, -123.6442
1444304.0, -123.132
1444304.0, -123.3233
1444304.0, -123.8502
1444304.0, -123.5689
1444304.0, -122.8607
1444304.0, -122.706
1444304.0, -122.7724
1444305.0, -123.06
1444305.0, -123.1271
1444305.0, -123.1209
1444305.0, -122.6658
1444305.0, -121.887
1444305.0, -121.6154
1444305.0, -121.574
1444305.0, -121.2088
1444306.0, -120.7046
1444306.0, -120.132
1444306.0, -119.7337
1444306.0, -119.5095
1444306.0, -119.2257
1444306.0, -118.9603
1444306.0, -119.1454
1444307.0, -119.637
1444307.0, -119.7579
1444307.0, -119.7339
1444307.0, -119.7208
1444307.0, -119.6667
1444307.0, -120.6063
1444307.0, -120.7072
1444307.0, -119.9695
1444308.0, -119.9415
1444308.0, -120.107
1444308.0, -119.6868
1444308.0, -118.9407
1444308.0, -118.7381
1444308.0, -118.7892
1444308.0, -118.9216
1444309.0, -119.1928
1444309.0, -119.6551
1444309.0, -119.7813
1444309.0, -119.5714
1444309.0, -119.3751
1444309.0, -119.0758
1444309.0, -119.0156
1444309.0, -119.0806
1444310.0, -119.1992
1444310.0, -119.3954
1444310.0, -119.2851
1444310.0, -118.9963
1444310.0, -118.7378
1444310.0, -118.5173
1444310.0, -118.3348
1444311.0, -118.2235
1444311.0, -118.1722
1444311.0, -117.944
1444311.0, -117.6179
1444311.0, -117.4267
1444311.0, -117.2929
1444311.0, -117.2375
1444311.0, -117.2533
1444312.0, -117.198
1444312.0, -117.2398
1444312.0, -117.3787
1444312.0, -117.6304
1444312.0, -117.9897
1444312.0, -117.9318
1444312.0, -117.6315
1444313.0, -117.1323
1444313.0, -116.4196
1444313.0, -116.182
1444313.0, -116.203
1444313.0, -116.4825
1444313.0, -116.2152
1444313.0, -115.6693
1444313.0, -115.4403
1444314.0, -115.3296
1444314.0, -115.1349
1444314.0, -114.9236
1444314.0, -114.9579
1444314.0, -115.1505
1444314.0, -114.363
1444314.0, -113.7895
1444315.0, -113.4303
1444315.0, -113.2012
1444315.0, -113.1303
1444315.0, -113.4174
1444315.0, -113.9959
1444315.0, -114.4631
1444315.0, -114.9533
1444315.0, -114.9159
1444316.0, -114.5344
1444316.0, -114.0982
1444316.0, -113.6915
1444316.0, -113.3143
1444316.0, -113.1284
1444316.0, -113.08
1444316.0, -112.6178
1444317.0, -111.9255
1444317.0, -111.4892
1444317.0, -111.147
1444317.0, -110.5903
1444317.0, -109.9219
1444317.0, -109.5828
1444317.0, -109.5276
1444317.0, -109.7561
1444318.0, -109.9814
1444318.0, -110.2991
1444318.0, -110.4189
1444318.0, -110.4376
1444318.0, -110.1922
1444318.0, -109.7371
1444318.0, -109.623
1444319.0, -109.6664
1444319.0, -109.8447
1444319.0, -110.0131
1444319.0, -110.1717
1444319.0, -110.5438
1444319.0, -111.0549
1444319.0, -111.0484
1444319.0, -110.7431
1444320.0, -110.4071
1444320.0, -109.9509
1444320.0, -109.589
1444320.0, -109.25
1444320.0, -108.7504
