% Measurement ID: 2676
% Mode ID: 1
% Date and time: 2020-02-13 10:18:54
% Sample ID: TOT26-38
% Measurement type: ringdown
% Frequency [Hz]: 291173.0
% Quality factor: 30428237.827777453
% Temperature [K]: 293.0
% Pressure [mBar]: 8.36e-08
% Notes: 
% 
%
% measurement data
% time [s], power [dBm]
0.0, 3.905055
0.16221628838451269, 3.865992
0.32443257676902537, 3.82693
0.48664886515353806, 3.787867
0.6488651535380507, 3.748805
0.8110814419225634, 3.709742
0.9732977303070761, 3.67068
1.1355140186915889, 3.631617
1.2977303070761015, 3.582789
1.4599465954606141, 3.553492
1.6221628838451267, 3.504664
1.7843791722296396, 3.465602
1.9465954606141522, 3.426539
2.108811748998665, 3.387477
2.2710280373831777, 3.348414
2.4332443257676903, 3.309352
2.595460614152203, 3.270289
2.7576769025367156, 3.221461
2.9198931909212282, 3.182398
3.082109479305741, 3.143336
3.2443257676902535, 3.104273
3.4065420560747666, 3.065211
3.568758344459279, 3.026148
3.730974632843792, 2.987086
3.8931909212283045, 2.948023
4.0554072096128175, 2.908961
4.21762349799733, 2.860133
4.379839786381843, 2.82107
4.542056074766355, 2.782008
4.704272363150868, 2.742945
4.866488651535381, 2.703883
5.028704939919893, 2.66482
5.190921228304406, 2.625758
5.353137516688919, 2.586695
5.515353805073431, 2.537867
5.677570093457944, 2.498805
5.8397863818424565, 2.459742
6.002002670226969, 2.42068
6.164218958611482, 2.371852
6.326435246995994, 2.332789
6.488651535380507, 2.293727
6.6508678237650205, 2.254664
6.813084112149533, 2.215602
6.975300400534046, 2.176539
7.137516688918558, 2.137477
7.299732977303071, 2.098414
7.461949265687584, 2.049586
7.624165554072096, 2.010523
7.786381842456609, 1.971461
7.9485981308411215, 1.932398
8.110814419225635, 1.88357
8.273030707610147, 1.844508
8.43524699599466, 1.805445
8.597463284379172, 1.766383
8.759679572763686, 1.717555
8.921895861148197, 1.688258
9.08411214953271, 1.63943
9.246328437917223, 1.600367
9.408544726301736, 1.561305
9.570761014686248, 1.517359
9.732977303070761, 1.473414
9.895193591455273, 1.434352
10.057409879839787, 1.395289
10.219626168224298, 1.346461
10.381842456608812, 1.307398
10.544058744993325, 1.268336
10.706275033377837, 1.219508
10.86849132176235, 1.180445
11.030707610146862, 1.141383
11.192923898531376, 1.10232
11.355140186915888, 1.063258
11.517356475300401, 1.01443
11.679572763684913, 0.9753672
11.841789052069426, 0.9363047
12.004005340453938, 0.8874766
12.166221628838452, 0.8484141
12.328437917222963, 0.8093516
12.490654205607477, 0.7702891
12.652870493991989, 0.7312266
12.815086782376502, 0.6823984
12.977303070761014, 0.6433359
13.139519359145527, 0.6042734
13.301735647530041, 0.5554453
13.463951935914553, 0.5163828
13.626168224299066, 0.4773203
13.788384512683578, 0.4382578
13.950600801068092, 0.3894297
14.112817089452603, 0.3503672
14.275033377837117, 0.3210703
14.437249666221629, 0.2722422
14.599465954606142, 0.2331797
14.761682242990654, 0.1843516
14.923898531375167, 0.1452891
15.086114819759679, 0.1062266
15.248331108144193, 0.06716406
15.410547396528704, 0.01833594
15.572763684913218, -0.02072656
15.734979973297731, -0.05978906
15.897196261682243, -0.1086172
16.059412550066757, -0.1476797
16.22162883845127, -0.1867422
16.38384512683578, -0.2258047
16.546061415220294, -0.2746328
16.708277703604807, -0.3136953
16.87049399198932, -0.3527578
17.03271028037383, -0.3918203
17.194926568758344, -0.4406484
17.357142857142858, -0.4797109
17.51935914552737, -0.5285391
17.68157543391188, -0.5676016
17.843791722296395, -0.6066641
18.006008010680908, -0.6554922
18.16822429906542, -0.6945547
18.330440587449935, -0.7336172
18.492656875834445, -0.7824453
18.65487316421896, -0.8215078
18.817089452603472, -0.8605703
18.979305740987986, -0.9093984
19.141522029372496, -0.9484609
19.30373831775701, -0.9875234
19.465954606141523, -1.036352
19.628170894526036, -1.075414
19.790387182910546, -1.114477
19.95260347129506, -1.163305
20.114819759679573, -1.202367
20.277036048064087, -1.24143
20.439252336448597, -1.280492
20.60146862483311, -1.32932
20.763684913217624, -1.368383
20.925901201602137, -1.407445
21.08811748998665, -1.456273
21.25033377837116, -1.495336
21.412550066755674, -1.534398
21.574766355140188, -1.583227
21.7369826435247, -1.632055
21.89919893190921, -1.661352
22.061415220293725, -1.71018
22.22363150867824, -1.759008
22.385847797062752, -1.79807
22.548064085447262, -1.837133
22.710280373831775, -1.885961
22.87249666221629, -1.920141
23.034712950600802, -1.964086
23.196929238985312, -2.003148
23.359145527369826, -2.051977
23.52136181575434, -2.091039
23.683578104138853, -2.130102
23.845794392523366, -2.17893
24.008010680907876, -2.217992
24.17022696929239, -2.26682
24.332443257676903, -2.305883
24.494659546061417, -2.344945
24.656875834445927, -2.393773
24.81909212283044, -2.442602
24.981308411214954, -2.471898
25.143524699599467, -2.520727
25.305740987983977, -2.564672
25.46795727636849, -2.598852
25.630173564753004, -2.64768
25.792389853137518, -2.686742
25.954606141522028, -2.73557
26.11682242990654, -2.774633
26.279038718291055, -2.813695
26.44125500667557, -2.852758
26.603471295060082, -2.901586
26.765687583444592, -2.940648
26.927903871829105, -2.989477
27.09012016021362, -3.028539
27.252336448598133, -3.067602
27.414552736982643, -3.106664
27.576769025367156, -3.155492
27.73898531375167, -3.194555
27.901201602136183, -3.243383
28.063417890520693, -3.282445
28.225634178905207, -3.331273
28.38785046728972, -3.365453
28.550066755674234, -3.409398
28.712283044058747, -3.458227
28.874499332443257, -3.497289
29.03671562082777, -3.536352
29.198931909212284, -3.58518
29.361148197596798, -3.624242
29.523364485981308, -3.663305
29.68558077436582, -3.70725
29.847797062750335, -3.751195
30.010013351134848, -3.790258
30.172229639519358, -3.839086
30.33444592790387, -3.878148
30.496662216288385, -3.917211
30.6588785046729, -3.956273
30.82109479305741, -4.005102
30.983311081441922, -4.044164
31.145527369826436, -4.092992
31.30774365821095, -4.132055
31.469959946595463, -4.171117
31.632176234979973, -4.219945
31.794392523364486, -4.268773
31.956608811749, -4.307836
32.11882510013351, -4.346898
32.28104138851803, -4.395727
32.44325767690254, -4.434789
32.60547396528705, -4.468969
32.76769025367156, -4.52268
32.929906542056074, -4.561742
33.09212283044059, -4.600805
33.2543391188251, -4.639867
33.416555407209614, -4.683813
33.57877169559413, -4.727758
33.74098798397864, -4.776586
33.903204272363155, -4.815648
34.06542056074766, -4.854711
34.227636849132175, -4.903539
34.38985313751669, -4.942602
34.5520694259012, -4.981664
34.714285714285715, -5.030492
34.87650200267023, -5.07932
35.03871829105474, -5.118383
35.200934579439256, -5.167211
35.36315086782376, -5.206273
35.525367156208276, -5.245336
35.68758344459279, -5.294164
35.8497997329773, -5.333227
36.012016021361816, -5.372289
36.17423230974633, -5.411352
36.33644859813084, -5.46018
36.49866488651536, -5.499242
36.66088117489987, -5.54807
36.82309746328438, -5.587133
36.98531375166889, -5.626195
37.147530040053404, -5.675023
37.30974632843792, -5.714086
37.47196261682243, -5.753148
37.634178905206944, -5.792211
37.79639519359146, -5.841039
37.95861148197597, -5.880102
38.12082777036048, -5.919164
38.28304405874499, -5.967992
38.445260347129505, -6.011938
38.60747663551402, -6.046117
38.76969292389853, -6.08518
38.931909212283045, -6.134008
39.09412550066756, -6.182836
39.25634178905207, -6.221898
39.418558077436586, -6.265844
39.58077436582109, -6.309789
